,Year,State Name,Dist Name,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Total_N_kg,Total_P_kg,Total_K_kg,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day
30,1966,Chhattisgarh,Bastar,143633.33333333334,751.2833333333333,19.066596666666666,8.83996,13.93097,2457010.5006666663,1169671.68,2092675.7073333336,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
31,1966,Chhattisgarh,Bilaspur,218666.66666666666,664.23,16.44414,7.7167933333333325,12.286943333333333,2864315.7899999996,1374658.22,2499317.8366666664,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
32,1966,Chhattisgarh,Durg,201666.66666666666,501.4199999999999,11.81328,5.683706666666666,9.253456666666667,1721661.0899999999,837997.32,1529995.07,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
33,1966,Chhattisgarh,Raigarh,85950.0,673.695,17.1340475,7.917675,13.550460000000001,1343458.705,642704.175,1166207.6550000003,23.75,68.75,6.25,825.0,2.25,19.0
34,1966,Chhattisgarh,Raipur,240666.66666666666,634.7033333333334,15.950916666666666,7.449773333333333,11.963473333333333,3923307.25,1883320.8133333335,3450977.046666667,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
35,1966,Chhattisgarh,Surguja,80375.0,486.90500000000003,12.629744999999998,5.762859999999999,8.834109999999999,875973.96,409299.52,691724.22,23.75,68.75,6.25,825.0,2.25,19.0
36,1966,Gujarat,Ahmedabad,64800.0,508.40999999999997,12.32707,5.90092,10.32707,436674.18999999994,203299.63999999998,408674.18999999994,23.75,68.75,6.25,825.0,2.25,19.0
37,1966,Gujarat,Amreli,6566.666666666667,443.98,11.654126666666668,5.32776,8.773159999999999,30833.81033333334,14000.212,28167.133666666672,25.0,71.66666666666667,6.166666666666667,900.0,2.5,20.0
38,1966,Gujarat,Banaskantha,13333.333333333334,592.5933333333334,15.333353333333333,7.11112,12.11112,107333.42333333332,48000.04,79666.62333333334,25.0,71.66666666666667,6.166666666666667,900.0,2.5,20.0
39,1966,Gujarat,Bharuch,67400.0,324.9975,7.858275,3.7333049999999997,6.3582775,279894.0285,126497.32500000001,270644.096,23.75,68.75,6.25,825.0,2.25,19.0
40,1966,Gujarat,Bhavnagar,12225.0,338.0425,8.4271475,3.95651,6.8021475,55298.785,24849.46,54048.785,23.75,68.75,6.25,825.0,2.25,19.0
41,1966,Gujarat,Dangs,3650.0,619.05,16.14292,7.4286,11.952425,52700.1385,25200.066000000003,45700.1185,23.5,75.0,6.25,1000.0,2.25,19.0
42,1966,Gujarat,Jamnagar,6150.0,494.0475,12.33929,5.761905,9.46429,34150.396,15500.175000000003,30900.396,23.75,68.75,6.25,825.0,2.25,19.0
43,1966,Gujarat,Junagadh,11175.0,523.6975,13.1841475,6.14607,10.184145000000001,71351.29500000001,33250.590000000004,65851.28,23.75,68.75,6.25,825.0,2.25,19.0
44,1966,Gujarat,Kheda,38150.0,543.1324999999999,13.5198925,6.36134,10.8121025,555501.2975,262250.63,482001.1675,23.75,68.75,6.25,825.0,2.25,19.0
45,1966,Gujarat,Kutch,58000.0,137.93,3.72411,1.65516,3.72411,215998.38,95999.28,215998.38,28.0,65.0,6.0,700.0,3.0,22.0
46,1966,Gujarat,Mehsana,39333.333333333336,583.1766666666666,15.34577,6.99812,11.412436666666666,202997.38999999998,91998.84000000001,193664.05666666664,25.0,71.66666666666667,6.166666666666667,900.0,2.5,20.0
47,1966,Gujarat,Panchmahal,72750.0,285.3025,6.986725,3.2777950000000002,5.3512975,718004.0475,323751.81,485752.4775,23.75,68.75,6.25,825.0,2.25,19.0
48,1966,Gujarat,Rajkot,24500.0,504.3025,12.8328325,5.95163,9.83283,114651.5475,51500.68999999999,110651.54000000001,23.75,68.75,6.25,825.0,2.25,19.0
49,1966,Gujarat,Sabarkantha,53250.0,337.43,8.2981175,3.882495,6.362267500000001,516002.25000000006,230500.99500000002,373752.65,23.75,68.75,6.25,825.0,2.25,19.0
50,1966,Gujarat,Surat,42550.0,425.2325,10.343354999999999,4.9361250000000005,8.51146,353921.91,167798.595,319922.0,23.75,68.75,6.25,825.0,2.25,19.0
51,1966,Gujarat,Surendranagar,100000.0,233.04999999999998,5.34235,2.6299333333333332,5.04235,404493.25,180530.33333333334,404193.25,24.333333333333332,68.33333333333333,6.333333333333333,833.3333333333334,2.1666666666666665,18.666666666666668
52,1966,Gujarat,Vadodara / Baroda,79775.0,345.98,8.6006975,4.015395,6.743342500000001,466345.61350000004,210748.08750000002,435095.3935,23.75,68.75,6.25,825.0,2.25,19.0
53,1966,Gujarat,Valsad,35933.333333333336,467.79333333333335,11.174993333333333,5.446853333333334,10.116853333333333,777534.0266666667,372666.98666666675,686533.9866666667,24.333333333333332,68.33333333333333,6.333333333333333,833.3333333333334,2.1666666666666665,18.666666666666668
54,1966,Haryana,Ambala,42625.0,709.1975,17.4571775,8.22912,13.6244325,883149.51625,419399.745,680649.3512500001,23.75,68.75,6.25,825.0,2.25,19.0
55,1966,Haryana,Gurgaon,28675.0,655.505,16.24909,7.65505,12.99909,237275.81,128500.45000000003,227125.81,23.75,68.75,6.25,825.0,2.25,19.0
56,1966,Haryana,Hissar,143575.0,846.38,20.91845,9.89846,17.25991,1425315.4500000002,749194.9680000001,1401065.408,23.75,68.75,6.25,825.0,2.25,19.0
57,1966,Haryana,Jind,27250.0,768.75,18.80625,8.925,15.40625,316950.0,167700.0,304950.0,23.75,68.75,6.25,825.0,2.25,19.0
58,1966,Haryana,Karnal,78000.0,702.6775,17.0560025,8.141530000000001,14.163942500000001,1550475.309,757100.2320000001,1340725.2645000003,23.75,68.75,6.25,825.0,2.25,19.0
59,1966,Haryana,Mahendragarh / Narnaul,87000.0,206.9,3.7242,2.069,3.7242,324005.4,180003.0,324005.4,20.0,60.0,6.5,600.0,1.5,16.0
60,1966,Haryana,Rohtak,54200.0,707.745,17.3488275,8.221884999999999,14.0380175,562103.7705,303102.124,546103.7765,23.75,68.75,6.25,825.0,2.25,19.0
61,1966,Himachal Pradesh,Bilashpur,6460.0,743.5325,17.7786,8.525095,14.429825,170678.0574,77476.35215000002,116192.89365000001,23.75,68.75,6.25,825.0,2.25,19.0
62,1966,Himachal Pradesh,Chamba,13590.0,1868.15,49.42428,22.4178,34.297975,922068.8778,411239.49720000004,590639.26495,23.5,75.0,6.25,1000.0,2.25,19.0
63,1966,Himachal Pradesh,Kangra,34930.0,620.78,15.71448,7.29936,12.027735,987098.2475249999,446814.2061,677979.704475,23.75,68.75,6.25,825.0,2.25,19.0
64,1966,Himachal Pradesh,Kinnaur,100.0,750.0,19.5,9.0,14.625,1995.0,900.0,1350.0,23.5,75.0,6.25,1000.0,2.25,19.0
65,1966,Himachal Pradesh,Kullu,7350.0,992.0,26.05161,11.904,18.694975,242885.28389999998,108180.1248,154555.16905,23.5,75.0,6.25,1000.0,2.25,19.0
66,1966,Himachal Pradesh,Mandi,19063.333333333332,1031.6466666666668,26.594586666666668,12.24642666666667,19.254343333333335,754265.5105000002,342492.80093333335,525809.1414333334,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
67,1966,Himachal Pradesh,Shimla,5462.5,1003.335,25.9790025,11.959195000000001,19.8339075,213651.984525,96319.7587,142726.879575,23.75,68.75,6.25,825.0,2.25,19.0
68,1966,Himachal Pradesh,Sirmaur,6550.0,553.1500000000001,14.1685325,6.556165,10.4953925,189946.02925,85384.90605,125946.21084999999,23.75,68.75,6.25,825.0,2.25,19.0
69,1966,Himachal Pradesh,Solan,8760.0,619.2475,15.7380425,7.299390000000001,11.7793225,277697.18425,125000.4228,185694.47269999998,23.75,68.75,6.25,825.0,2.25,19.0
70,1966,Jharkhand,Dhanbad,23470.0,594.2199999999999,15.337299999999999,7.054613333333333,11.051053333333334,351421.9677999999,166472.67119999995,293368.7374666667,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
71,1966,Jharkhand,Hazaribagh,71366.66666666667,471.0233333333333,12.328529999999999,5.57748,8.176046666666666,592209.2586,267286.32159999997,401049.39893333334,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
72,1966,Jharkhand,Palamau,34590.0,554.1066666666667,14.346026666666667,6.573706666666667,10.144533333333333,589726.1530666667,270106.43733333336,426299.67306666664,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
73,1966,Jharkhand,Ranchi,160310.0,519.63,13.478156666666669,6.1608133333333335,9.409816666666668,1364393.6279666666,651257.2212,1173122.7713666668,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
74,1966,Jharkhand,Santhal Paragana / Dumka,161586.66666666666,571.8433333333334,14.282726666666667,6.696846666666667,10.837256666666667,2613476.789266667,1239661.6973333335,2189733.2637666664,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
75,1966,Jharkhand,Singhbhum,115193.33333333333,424.8866666666667,10.845763333333332,5.0239400000000005,7.985490000000001,1274708.3328000002,609245.8622000001,1102025.1785333336,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
76,1966,Karnataka,Bangalore,24500.0,1222.22,27.0555,13.66664,24.888840000000002,848497.4999999999,409998.8,750997.8,22.5,70.0,6.5,900.0,1.75,17.0
77,1966,Karnataka,Belgaum,38750.0,594.5525,14.6875225,6.9423200000000005,11.6458475,536749.19,255499.67,460499.08999999997,23.75,68.75,6.25,825.0,2.25,19.0
78,1966,Karnataka,Bellary,46000.0,655.6766666666666,15.24327,7.534786666666666,13.80327,333002.97000000003,159334.65333333335,297002.97000000003,24.333333333333332,68.33333333333333,6.333333333333333,833.3333333333334,2.1666666666666665,18.666666666666668
79,1966,Karnataka,Bidar,15125.0,584.525,13.7631225,6.728585,12.163120000000001,248200.58250000002,127200.3,231450.54500000004,23.75,68.75,6.25,825.0,2.25,19.0
80,1966,Karnataka,Bijapur / Vijayapura,60000.0,514.32,12.619976666666666,6.097766666666666,11.219976666666668,115337.26333333335,54668.4,108337.26333333335,24.333333333333332,68.33333333333333,6.333333333333333,833.3333333333334,2.1666666666666665,18.666666666666668
81,1966,Karnataka,Chickmagalur,34500.0,1154.4099999999999,25.360249999999997,12.85292,23.397019999999998,1121496.9999999998,538998.56,987997.36,22.5,70.0,6.5,900.0,1.75,17.0
82,1966,Karnataka,Chitradurga,20500.0,703.815,17.6379375,8.302925,14.0546075,286500.2625,137000.075,254750.35249999998,23.75,68.75,6.25,825.0,2.25,19.0
83,1966,Karnataka,Dakshina Kannada,222000.0,1238.74,30.9685,14.86488,27.25228,6875007.0,3300003.36,6050006.16,25.0,80.0,6.5,1200.0,2.0,18.0
84,1966,Karnataka,Dharwad,119333.33333333333,518.6133333333333,12.412813333333332,6.056693333333333,11.153193333333334,1214673.9066666665,581336.6933333334,1083673.4266666668,24.333333333333332,68.33333333333333,6.333333333333333,833.3333333333334,2.1666666666666665,18.666666666666668
85,1966,Karnataka,Gulbarga / Kalaburagi,30575.0,297.22249999999997,7.199999999999999,3.433335,6.029175,160425.98325,77300.487,153425.98575,23.75,68.75,6.25,825.0,2.25,19.0
86,1966,Karnataka,Hassan,44000.0,1023.255,23.831375,11.77906,21.51161,1671498.25,802999.1600000001,1471998.4600000002,22.5,70.0,6.5,900.0,1.75,17.0
87,1966,Karnataka,Kodagu / Coorg,43000.0,1604.65,40.11625,19.2558,35.3023,1724998.75,827999.4,1517998.9,25.0,80.0,6.5,1200.0,2.0,18.0
88,1966,Karnataka,Kolar,18000.0,1025.8049999999998,26.245124999999994,12.30966,21.067709999999998,602998.8749999999,287999.45999999996,520499.01,23.5,75.0,6.25,1000.0,2.25,19.0
89,1966,Karnataka,Mandya,31750.0,885.715,21.442875,10.42858,19.08573,1238401.125,594500.54,1089900.99,22.5,70.0,6.5,900.0,1.75,17.0
90,1966,Karnataka,Mysore,29000.0,1208.335,29.333374999999997,14.25002,26.08337,1471502.2499999998,707001.08,1296001.98,22.5,70.0,6.5,900.0,1.75,17.0
91,1966,Karnataka,Raichur,77825.0,474.10249999999996,11.864227499999998,5.6392299999999995,9.963592499999999,310675.49325,146800.23700000002,282675.43575,23.75,68.75,6.25,825.0,2.25,19.0
92,1966,Karnataka,Shimoge,83000.0,939.13,22.07825,10.86956,19.86086,2992998.25,1437999.16,2635998.4599999995,22.5,70.0,6.5,900.0,1.75,17.0
93,1966,Karnataka,Tumkur,23500.0,827.78,18.944499999999998,9.43336,17.21116,659002.5,317001.19999999995,581002.2,22.5,70.0,6.5,900.0,1.75,17.0
94,1966,Karnataka,Uttara Kannada,87000.0,1390.8,34.77,16.6896,30.5976,3024990.0000000005,1451995.2,2661991.2,25.0,80.0,6.5,1200.0,2.0,18.0
95,1966,Kerala,Alappuzha,81090.0,1340.86,33.5215,16.09032,29.49892,2718258.435,1304764.0487999998,2392067.4228,25.0,80.0,6.5,1200.0,2.0,18.0
96,1966,Kerala,Eranakulam,84170.0,1221.81,30.54525,14.66172,26.879819999999995,2570993.6924999994,1234076.9724,2262474.4494,25.0,80.0,6.5,1200.0,2.0,18.0
97,1966,Kerala,Kannur,92880.0,1190.14,29.75350000000001,14.28168,26.183080000000004,2763505.0800000005,1326482.4384,2431884.4704000005,25.0,80.0,6.5,1200.0,2.0,18.0
98,1966,Kerala,Kollam,50060.0,1351.78,33.7945,16.22136,29.73916,1691752.67,812041.2816,1488742.3495999998,25.0,80.0,6.5,1200.0,2.0,18.0
99,1966,Kerala,Kottayam,39730.0,1355.4,33.885000000000005,16.2648,29.818800000000003,1346251.0500000005,646200.5040000001,1184700.924,25.0,80.0,6.5,1200.0,2.0,18.0
100,1966,Kerala,Kozhikode,54455.0,648.975,16.476375,7.787699999999999,14.90745,1422962.9437499999,683010.117,1252248.2145,26.5,72.5,6.25,950.0,2.5,20.0
101,1966,Kerala,Palakkad,100655.0,961.735,24.216705,11.54082,21.591495,4277410.110900001,2052617.7276,3765940.4466,26.5,72.5,6.25,950.0,2.5,20.0
102,1966,Kerala,Thiruvananthapuram,39040.0,1299.95,32.49875,15.5994,28.5989,1268751.2,609000.576,1116501.056,25.0,80.0,6.5,1200.0,2.0,18.0
103,1966,Kerala,Thrissur,54445.0,774.835,19.658875000000002,9.298020000000001,17.766370000000002,1716696.4349999998,824007.3768,1510716.1908,26.5,72.5,6.25,950.0,2.5,20.0
104,1966,Madhya Pradesh,Balaghat,74000.0,714.34,17.691836666666667,8.286366666666666,13.060720000000002,879657.8566666666,421995.7666666666,764992.2399999999,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
105,1966,Madhya Pradesh,Betul,18750.0,373.47249999999997,8.93501,4.290495,7.54077,188024.45500000002,93399.69,164274.365,23.75,68.75,6.25,825.0,2.25,19.0
106,1966,Madhya Pradesh,Bhind,48500.0,741.575,16.84835,8.41575,15.34835,487003.15,263001.75,475003.15,22.5,70.0,6.5,900.0,1.75,17.0
107,1966,Madhya Pradesh,Chhatarpur,18500.0,320.94,6.960253333333334,3.5094000000000007,6.043586666666667,154233.21333333335,83066.59999999999,149899.88,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
108,1966,Madhya Pradesh,Chhindwara,20975.0,264.8725,6.31315,3.0199350000000003,5.0196000000000005,139223.9425,69399.465,117524.11750000001,23.75,68.75,6.25,825.0,2.25,19.0
109,1966,Madhya Pradesh,Damoh,28333.333333333332,350.68333333333334,8.486376666666667,4.032760000000001,6.530819999999999,177334.22999999998,89333.79999999999,161000.84666666665,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
110,1966,Madhya Pradesh,Datia,11266.666666666666,360.45666666666665,8.8549,4.17494,6.703033333333334,53500.731999999996,28533.732000000004,49867.371999999996,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
111,1966,Madhya Pradesh,Dewas,25500.0,432.195,10.230855,4.9037299999999995,8.1951325,152499.465,74499.79000000001,139249.3975,23.75,68.75,6.25,825.0,2.25,19.0
112,1966,Madhya Pradesh,Dhar,38000.0,283.015,6.791735,3.21971,5.1699525,296497.53,137998.88,215748.1375,23.75,68.75,6.25,825.0,2.25,19.0
113,1966,Madhya Pradesh,Guna,32000.0,568.1833333333333,14.257616666666665,6.651533333333333,10.575783333333334,305334.23333333334,148000.4,234333.9,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
114,1966,Madhya Pradesh,Gwalior,19100.0,751.85,18.47773666666667,8.740720000000001,14.311073333333333,200032.40000000002,104532.84000000001,189032.44000000003,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
115,1966,Madhya Pradesh,Hoshangabad,23750.0,452.8275,11.22946,5.256845,8.42946,128500.045,66500.1,120500.045,23.75,68.75,6.25,825.0,2.25,19.0
116,1966,Madhya Pradesh,Indore,14250.0,412.5,10.0232175,4.735715,7.6553675,115950.04500000001,59099.995,100725.09500000002,23.75,68.75,6.25,825.0,2.25,19.0
117,1966,Madhya Pradesh,Jabalpur,79333.33333333333,513.1,12.647563333333332,5.915313333333334,9.13776,474998.1566666667,244665.68666666668,433998.2266666666,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
118,1966,Madhya Pradesh,Jhabua,30250.0,245.8025,6.0215375,2.82463,4.5727174999999995,300501.9875,134500.87,199001.15750000003,23.75,68.75,6.25,825.0,2.25,19.0
119,1966,Madhya Pradesh,Khandwa / East Nimar,45000.0,477.1575,11.7499175,5.52589,8.899915,150502.515,71001.14000000001,135002.44,23.75,68.75,6.25,825.0,2.25,19.0
120,1966,Madhya Pradesh,Khargone / West Nimar,50000.0,247.4475,5.847755,2.802705,4.6290024999999995,165502.7025,74501.205,129002.6725,23.75,68.75,6.25,825.0,2.25,19.0
121,1966,Madhya Pradesh,Mandla,50000.0,643.6233333333333,16.331836666666668,7.527399999999999,11.44872,542995.1733333333,252664.4,409329.34,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
122,1966,Madhya Pradesh,Mandsaur,22400.0,466.93,11.4097475,5.392635,8.8680725,314625.78750000003,143900.32499999998,216900.41249999998,23.75,68.75,6.25,825.0,2.25,19.0
123,1966,Madhya Pradesh,Morena,26266.666666666668,947.37,23.55266,11.140366666666667,18.719326666666667,188202.16,101867.86666666665,182535.49333333332,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
124,1966,Madhya Pradesh,Narsinghpur,29166.666666666668,682.4266666666666,17.01622,7.9224533333333325,12.257836666666668,216599.491,116533.08933333335,209866.221,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
125,1966,Madhya Pradesh,Panna,27666.666666666668,363.3633333333334,8.496356666666665,4.0972,6.634339999999999,169001.1366666667,87600.60000000002,157267.75333333333,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
126,1966,Madhya Pradesh,Raisen,26933.333333333332,516.2333333333332,12.23663,5.866033333333333,9.495899999999999,244366.164,133199.73733333332,238032.86399999997,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
127,1966,Madhya Pradesh,Rajgarh,27000.0,361.66749999999996,8.6016875,4.10001,6.658510000000001,195250.7325,93000.33,154500.8675,23.75,68.75,6.25,825.0,2.25,19.0
128,1966,Madhya Pradesh,Ratlam,24250.0,406.59499999999997,10.0287825,4.705225,7.578785,211001.1525,98000.555,155251.16,23.75,68.75,6.25,825.0,2.25,19.0
129,1966,Madhya Pradesh,Rewa,52400.0,275.81,6.706663333333334,3.1606,4.9362466666666664,176564.74666666667,92265.60000000002,166264.74666666667,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
130,1966,Madhya Pradesh,Sagar,21000.0,572.2233333333334,14.388916666666667,6.700013333333334,10.588913333333332,160333.75,80666.86666666667,140000.36666666667,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
131,1966,Madhya Pradesh,Satna,51333.333333333336,368.43666666666667,9.00675,4.229573333333333,6.555606666666667,215967.75,113867.18666666666,205034.28666666665,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
132,1966,Madhya Pradesh,Sehore,24750.0,444.895,10.570617499999999,5.066015,8.37419,227999.1275,119999.45999999999,210749.135,23.75,68.75,6.25,825.0,2.25,19.0
133,1966,Madhya Pradesh,Seoni / Shivani,37333.333333333336,666.6666666666666,16.055553333333332,7.666666666666667,12.611116666666668,562335.32,274667.62666666665,493668.45999999996,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
134,1966,Madhya Pradesh,Shahdol,75000.0,302.64,7.600956666666668,3.5291133333333327,5.468096666666667,387337.14666666667,182668.51333333334,313003.3466666666,22.333333333333332,70.0,6.333333333333333,866.6666666666666,2.0,18.0
135,1966,Madhya Pradesh,Shajapur,30250.0,538.3225,13.3447075,6.23987,9.9197075,196999.39250000002,93499.73,157999.39250000002,23.75,68.75,6.25,825.0,2.25,19.0
