,Year,State Name,Dist Name,Crop_Area_ha
9680,1966,Haryana,Jind,228300.0
9681,1967,Haryana,Jind,225500.0
9682,1968,Haryana,Jind,216900.0
9683,1969,Haryana,Jind,234900.0
9684,1970,Haryana,Jind,228500.0
9685,1971,Haryana,Jind,227100.0
9686,1972,Haryana,Jind,277400.0
9687,1973,Haryana,Jind,287800.0
9688,1974,Haryana,Jind,278900.0
9689,1975,Haryana,Jind,293600.0
9690,1976,Haryana,Jind,294500.0
9691,1977,Haryana,Jind,295000.0
9692,1978,Haryana,Jind,295100.0
9693,1979,Haryana,Jind,283300.0
9694,1980,Haryana,Jind,273900.0
9695,1981,Haryana,Jind,273200.0
9696,1982,Haryana,Jind,258600.00000000003
9697,1983,Haryana,Jind,256800.0
9698,1984,Haryana,Jind,254800.0
9699,1985,Haryana,Jind,250700.0
9700,1986,Haryana,Jind,250000.0
9701,1987,Haryana,Jind,236900.0
9702,1988,Haryana,Jind,250800.0
9703,1989,Haryana,Jind,264000.0
9704,1990,Haryana,Jind,253700.0
9705,1991,Haryana,Jind,275700.0
9706,1992,Haryana,Jind,258180.0
9707,1993,Haryana,Jind,262100.00000000003
9708,1994,Haryana,Jind,271460.0
9709,1995,Haryana,Jind,276460.0
9710,1996,Haryana,Jind,280460.0
9711,1997,Haryana,Jind,274460.0
9712,1998,Haryana,Jind,291460.0
9713,1999,Haryana,Jind,271460.0
9714,2000,Haryana,Jind,285460.0
9715,2001,Haryana,Jind,286460.0
9716,2002,Haryana,Jind,269460.0
9717,2003,Haryana,Jind,273460.0
9718,2004,Haryana,Jind,291870.0
9719,2005,Haryana,Jind,270070.0
9720,2006,Haryana,Jind,271360.0
9721,2007,Haryana,Jind,270360.0
9722,2008,Haryana,Jind,276360.0
9723,2009,Haryana,Jind,274360.0
9724,2010,Haryana,Jind,274160.0
9725,2011,Haryana,Jind,274180.0
9726,2012,Haryana,Jind,274650.0
9727,2013,Haryana,Jind,274050.0
9728,2014,Haryana,Jind,280320.0
9729,2015,Haryana,Jind,280540.0
9730,2016,Haryana,Jind,284540.0
9731,2017,Haryana,Jind,282740.0
9732,2018,Haryana,Jind,281140.0
9733,2019,Haryana,Jind,289290.0
9734,2020,Haryana,Jind,289240.0
9735,1966,Haryana,Mahendragarh / Narnaul,286500.0
9736,1967,Haryana,Mahendragarh / Narnaul,287500.0
9737,1968,Haryana,Mahendragarh / Narnaul,270900.0
9738,1969,Haryana,Mahendragarh / Narnaul,288700.0
9739,1970,Haryana,Mahendragarh / Narnaul,289900.0
9740,1971,Haryana,Mahendragarh / Narnaul,289400.0
9741,1972,Haryana,Mahendragarh / Narnaul,368900.0
9742,1973,Haryana,Mahendragarh / Narnaul,368100.0
9743,1974,Haryana,Mahendragarh / Narnaul,373100.0
9744,1975,Haryana,Mahendragarh / Narnaul,376700.0
9745,1976,Haryana,Mahendragarh / Narnaul,378200.0
9746,1977,Haryana,Mahendragarh / Narnaul,376500.0
9747,1978,Haryana,Mahendragarh / Narnaul,379100.0
9748,1979,Haryana,Mahendragarh / Narnaul,373900.0
9749,1980,Haryana,Mahendragarh / Narnaul,378800.0
9750,1981,Haryana,Mahendragarh / Narnaul,381800.0
9751,1982,Haryana,Mahendragarh / Narnaul,377300.0
9752,1983,Haryana,Mahendragarh / Narnaul,381100.0
9753,1984,Haryana,Mahendragarh / Narnaul,377300.0
9754,1985,Haryana,Mahendragarh / Narnaul,378800.0
9755,1986,Haryana,Mahendragarh / Narnaul,375800.0
9756,1987,Haryana,Mahendragarh / Narnaul,320800.0
9757,1988,Haryana,Mahendragarh / Narnaul,370800.0
9758,1989,Haryana,Mahendragarh / Narnaul,382000.0
9759,1990,Haryana,Mahendragarh / Narnaul,382200.0
9760,1991,Haryana,Mahendragarh / Narnaul,365960.0
9761,1992,Haryana,Mahendragarh / Narnaul,366120.0
9762,1993,Haryana,Mahendragarh / Narnaul,361990.0
9763,1994,Haryana,Mahendragarh / Narnaul,369150.0
9764,1995,Haryana,Mahendragarh / Narnaul,370890.0
9765,1996,Haryana,Mahendragarh / Narnaul,383650.0
9766,1997,Haryana,Mahendragarh / Narnaul,387780.0
9767,1998,Haryana,Mahendragarh / Narnaul,371790.0
9768,1999,Haryana,Mahendragarh / Narnaul,373820.0
9769,2000,Haryana,Mahendragarh / Narnaul,375720.0
9770,2001,Haryana,Mahendragarh / Narnaul,377460.0
9771,2002,Haryana,Mahendragarh / Narnaul,346330.0
9772,2003,Haryana,Mahendragarh / Narnaul,381810.0
9773,2004,Haryana,Mahendragarh / Narnaul,376010.0
9774,2005,Haryana,Mahendragarh / Narnaul,374030.0
9775,2006,Haryana,Mahendragarh / Narnaul,362700.0
9776,2007,Haryana,Mahendragarh / Narnaul,375880.0
9777,2008,Haryana,Mahendragarh / Narnaul,371690.0
9778,2009,Haryana,Mahendragarh / Narnaul,379040.0
9779,2010,Haryana,Mahendragarh / Narnaul,363040.0
9780,2011,Haryana,Mahendragarh / Narnaul,369630.0
9781,2012,Haryana,Mahendragarh / Narnaul,376860.0
9782,2013,Haryana,Mahendragarh / Narnaul,377860.0
9783,2014,Haryana,Mahendragarh / Narnaul,377490.0
9784,2015,Haryana,Mahendragarh / Narnaul,378040.0
9785,2016,Haryana,Mahendragarh / Narnaul,378040.0
9786,2017,Haryana,Mahendragarh / Narnaul,386030.0
9787,2018,Haryana,Mahendragarh / Narnaul,386910.0
9788,2019,Haryana,Mahendragarh / Narnaul,379450.0
9789,2020,Haryana,Mahendragarh / Narnaul,379450.0
9790,1966,Haryana,Ambala,232000.0
9791,1967,Haryana,Ambala,238500.0
9792,1968,Haryana,Ambala,240800.0
9793,1969,Haryana,Ambala,240400.0
9794,1970,Haryana,Ambala,241900.0
9795,1971,Haryana,Ambala,241500.0
9796,1972,Haryana,Ambala,242900.0
9797,1973,Haryana,Ambala,243200.0
9798,1974,Haryana,Ambala,243800.0
9799,1975,Haryana,Ambala,247900.0
9800,1976,Haryana,Ambala,247400.0
9801,1977,Haryana,Ambala,247800.0
9802,1978,Haryana,Ambala,247700.0
9803,1979,Haryana,Ambala,247100.0
9804,1980,Haryana,Ambala,248800.0
9805,1981,Haryana,Ambala,248900.0
9806,1982,Haryana,Ambala,248300.0
9807,1983,Haryana,Ambala,247300.0
9808,1984,Haryana,Ambala,232700.0
9809,1985,Haryana,Ambala,237700.0
9810,1986,Haryana,Ambala,238000.0
9811,1987,Haryana,Ambala,222200.0
9812,1988,Haryana,Ambala,231700.0
9813,1989,Haryana,Ambala,265000.0
9814,1990,Haryana,Ambala,271000.0
9815,1991,Haryana,Ambala,268000.0
9816,1992,Haryana,Ambala,267000.0
9817,1993,Haryana,Ambala,268000.0
9818,1994,Haryana,Ambala,262000.0
9819,1995,Haryana,Ambala,278000.0
9820,1996,Haryana,Ambala,279000.0
9821,1997,Haryana,Ambala,284000.0
9822,1998,Haryana,Ambala,274000.0
9823,1999,Haryana,Ambala,266000.0
9824,2000,Haryana,Ambala,283000.0
9825,2001,Haryana,Ambala,285000.0
9826,2002,Haryana,Ambala,282000.0
9827,2003,Haryana,Ambala,283000.0
9828,2004,Haryana,Ambala,281620.0
9829,2005,Haryana,Ambala,282340.0
9830,2006,Haryana,Ambala,281000.0
9831,2007,Haryana,Ambala,283000.0
9832,2008,Haryana,Ambala,280000.0
9833,2009,Haryana,Ambala,294000.0
9834,2010,Haryana,Ambala,255480.0
9835,2011,Haryana,Ambala,257000.0
9836,2012,Haryana,Ambala,255450.0
9837,2013,Haryana,Ambala,255730.0
9838,2014,Haryana,Ambala,254430.0
9839,2015,Haryana,Ambala,251000.0
9840,2016,Haryana,Ambala,239000.0
9841,2017,Haryana,Ambala,239000.0
9842,2018,Haryana,Ambala,282080.0
9843,2019,Haryana,Ambala,282600.0
9844,2020,Haryana,Ambala,284880.0
9845,1966,Haryana,Karnal,628000.0
9846,1967,Haryana,Karnal,631200.0
9847,1968,Haryana,Karnal,619100.0
9848,1969,Haryana,Karnal,634600.0
9849,1970,Haryana,Karnal,645900.0
9850,1971,Haryana,Karnal,661900.0
9851,1972,Haryana,Karnal,607900.0
9852,1973,Haryana,Karnal,611100.0
9853,1974,Haryana,Karnal,612800.0
9854,1975,Haryana,Karnal,617900.0
9855,1976,Haryana,Karnal,620300.0
9856,1977,Haryana,Karnal,633000.0
9857,1978,Haryana,Karnal,635300.0
9858,1979,Haryana,Karnal,638100.0
9859,1980,Haryana,Karnal,639700.0
9860,1981,Haryana,Karnal,642200.0
9861,1982,Haryana,Karnal,646700.0
9862,1983,Haryana,Karnal,665500.0
9863,1984,Haryana,Karnal,669900.0
9864,1985,Haryana,Karnal,666700.0
9865,1986,Haryana,Karnal,663900.0
9866,1987,Haryana,Karnal,645600.0
9867,1988,Haryana,Karnal,653700.0
9868,1989,Haryana,Karnal,641000.0
9869,1990,Haryana,Karnal,625300.0
9870,1991,Haryana,Karnal,610300.0
9871,1992,Haryana,Karnal,601820.0
9872,1993,Haryana,Karnal,593900.0
9873,1994,Haryana,Karnal,595540.0
9874,1995,Haryana,Karnal,601540.0
9875,1996,Haryana,Karnal,617540.0
9876,1997,Haryana,Karnal,614540.0
9877,1998,Haryana,Karnal,614540.0
9878,1999,Haryana,Karnal,613540.0
9879,2000,Haryana,Karnal,593540.0
9880,2001,Haryana,Karnal,601540.0
9881,2002,Haryana,Karnal,588540.0
9882,2003,Haryana,Karnal,601540.0
9883,2004,Haryana,Karnal,600750.0
9884,2005,Haryana,Karnal,606310.0
9885,2006,Haryana,Karnal,607640.0
9886,2007,Haryana,Karnal,610640.0
9887,2008,Haryana,Karnal,599640.0
9888,2009,Haryana,Karnal,641640.0
9889,2010,Haryana,Karnal,611670.0
9890,2011,Haryana,Karnal,603820.0
9891,2012,Haryana,Karnal,603880.0
9892,2013,Haryana,Karnal,594760.0
9893,2014,Haryana,Karnal,600570.0
9894,2015,Haryana,Karnal,599460.0
9895,2016,Haryana,Karnal,615460.0
9896,2017,Haryana,Karnal,600260.0
9897,2018,Haryana,Karnal,606490.0
9898,2019,Haryana,Karnal,603500.0
9899,2020,Haryana,Karnal,602620.0
9900,1966,Haryana,Rohtak,481600.0
9901,1967,Haryana,Rohtak,486500.0
9902,1968,Haryana,Rohtak,470200.0
9903,1969,Haryana,Rohtak,499700.0
9904,1970,Haryana,Rohtak,499300.0
9905,1971,Haryana,Rohtak,492900.0
9906,1972,Haryana,Rohtak,492300.0
9907,1973,Haryana,Rohtak,483200.0
9908,1974,Haryana,Rohtak,501100.0
9909,1975,Haryana,Rohtak,502300.0
9910,1976,Haryana,Rohtak,496900.0
9911,1977,Haryana,Rohtak,500000.0
9912,1978,Haryana,Rohtak,502800.0
9913,1979,Haryana,Rohtak,493100.0
9914,1980,Haryana,Rohtak,489600.0
9915,1981,Haryana,Rohtak,492500.0
9916,1982,Haryana,Rohtak,497100.0
9917,1983,Haryana,Rohtak,492100.0
9918,1984,Haryana,Rohtak,499700.0
9919,1985,Haryana,Rohtak,496000.0
9920,1986,Haryana,Rohtak,503600.0
9921,1987,Haryana,Rohtak,466700.0
9922,1988,Haryana,Rohtak,505800.0
9923,1989,Haryana,Rohtak,501000.0
9924,1990,Haryana,Rohtak,496640.0
9925,1991,Haryana,Rohtak,492380.0
9926,1992,Haryana,Rohtak,486640.0
9927,1993,Haryana,Rohtak,488510.0
9928,1994,Haryana,Rohtak,488510.0
9929,1995,Haryana,Rohtak,487640.0
9930,1996,Haryana,Rohtak,497510.0
9931,1997,Haryana,Rohtak,498380.0
9932,1998,Haryana,Rohtak,494600.0
9933,1999,Haryana,Rohtak,478600.0
9934,2000,Haryana,Rohtak,477990.0
9935,2001,Haryana,Rohtak,478250.0
9936,2002,Haryana,Rohtak,479250.0
9937,2003,Haryana,Rohtak,460770.0
9938,2004,Haryana,Rohtak,459570.0
9939,2005,Haryana,Rohtak,465770.0
9940,2006,Haryana,Rohtak,473560.0
9941,2007,Haryana,Rohtak,475380.0
9942,2008,Haryana,Rohtak,476250.0
9943,2009,Haryana,Rohtak,518159.99999999994
9944,2010,Haryana,Rohtak,468180.0
9945,2011,Haryana,Rohtak,459380.0
9946,2012,Haryana,Rohtak,444140.0
9947,2013,Haryana,Rohtak,442460.0
9948,2014,Haryana,Rohtak,445920.0
9949,2015,Haryana,Rohtak,444380.0
9950,2016,Haryana,Rohtak,456380.0
9951,2017,Haryana,Rohtak,446380.0
9952,2018,Haryana,Rohtak,444690.0
9953,2019,Haryana,Rohtak,452870.0
9954,2020,Haryana,Rohtak,455540.0
9955,1966,Uttar Pradesh,Saharanpur,370100.0
9956,1967,Uttar Pradesh,Saharanpur,369300.0
9957,1968,Uttar Pradesh,Saharanpur,368200.0
9958,1969,Uttar Pradesh,Saharanpur,369800.0
9959,1970,Uttar Pradesh,Saharanpur,372100.0
9960,1971,Uttar Pradesh,Saharanpur,370200.0
9961,1972,Uttar Pradesh,Saharanpur,368300.0
9962,1973,Uttar Pradesh,Saharanpur,369300.0
9963,1974,Uttar Pradesh,Saharanpur,370200.0
9964,1975,Uttar Pradesh,Saharanpur,371000.0
9965,1976,Uttar Pradesh,Saharanpur,379000.0
9966,1977,Uttar Pradesh,Saharanpur,379600.0
9967,1978,Uttar Pradesh,Saharanpur,381800.0
9968,1979,Uttar Pradesh,Saharanpur,378100.0
9969,1980,Uttar Pradesh,Saharanpur,381600.0
9970,1981,Uttar Pradesh,Saharanpur,382600.0
9971,1982,Uttar Pradesh,Saharanpur,381800.0
9972,1983,Uttar Pradesh,Saharanpur,381400.0
9973,1984,Uttar Pradesh,Saharanpur,380700.0
9974,1985,Uttar Pradesh,Saharanpur,382800.0
9975,1986,Uttar Pradesh,Saharanpur,384500.0
9976,1987,Uttar Pradesh,Saharanpur,379500.0
9977,1988,Uttar Pradesh,Saharanpur,382100.0
9978,1989,Uttar Pradesh,Saharanpur,393900.0
9979,1990,Uttar Pradesh,Saharanpur,394040.0
9980,1991,Uttar Pradesh,Saharanpur,395450.0
9981,1992,Uttar Pradesh,Saharanpur,395230.0
9982,1993,Uttar Pradesh,Saharanpur,395050.0
9983,1994,Uttar Pradesh,Saharanpur,393930.0
9984,1995,Uttar Pradesh,Saharanpur,393850.0
9985,1996,Uttar Pradesh,Saharanpur,395320.0
9986,1997,Uttar Pradesh,Saharanpur,396970.0
9987,1998,Uttar Pradesh,Saharanpur,397560.0
9988,1999,Uttar Pradesh,Saharanpur,396470.0
9989,2000,Uttar Pradesh,Saharanpur,394340.0
9990,2001,Uttar Pradesh,Saharanpur,395170.0
9991,2002,Uttar Pradesh,Saharanpur,393890.0
9992,2003,Uttar Pradesh,Saharanpur,395300.0
9993,2004,Uttar Pradesh,Saharanpur,394360.0
9994,2005,Uttar Pradesh,Saharanpur,394590.0
9995,2006,Uttar Pradesh,Saharanpur,395190.0
9996,2007,Uttar Pradesh,Saharanpur,393340.0
9997,2008,Uttar Pradesh,Saharanpur,393330.0
9998,2009,Uttar Pradesh,Saharanpur,393900.0
9999,2010,Uttar Pradesh,Saharanpur,392620.0
10000,2011,Uttar Pradesh,Saharanpur,392960.0
10001,2012,Uttar Pradesh,Saharanpur,392550.0
10002,2013,Uttar Pradesh,Saharanpur,389640.0
10003,2014,Uttar Pradesh,Saharanpur,387610.0
10004,2015,Uttar Pradesh,Saharanpur,382650.0
10005,2016,Uttar Pradesh,Saharanpur,382810.0
10006,2017,Uttar Pradesh,Saharanpur,382810.0
10007,2018,Uttar Pradesh,Saharanpur,382760.0
10008,2019,Uttar Pradesh,Saharanpur,378850.0
10009,2020,Uttar Pradesh,Saharanpur,112460.0
10010,1966,Uttar Pradesh,Muzaffarnagar,321900.0
10011,1967,Uttar Pradesh,Muzaffarnagar,323200.0
10012,1968,Uttar Pradesh,Muzaffarnagar,323400.0
10013,1969,Uttar Pradesh,Muzaffarnagar,325500.0
10014,1970,Uttar Pradesh,Muzaffarnagar,326900.0
10015,1971,Uttar Pradesh,Muzaffarnagar,326400.0
10016,1972,Uttar Pradesh,Muzaffarnagar,325800.0
10017,1973,Uttar Pradesh,Muzaffarnagar,324200.0
10018,1974,Uttar Pradesh,Muzaffarnagar,322700.0
10019,1975,Uttar Pradesh,Muzaffarnagar,324000.0
10020,1976,Uttar Pradesh,Muzaffarnagar,329200.0
10021,1977,Uttar Pradesh,Muzaffarnagar,331300.0
10022,1978,Uttar Pradesh,Muzaffarnagar,334400.0
10023,1979,Uttar Pradesh,Muzaffarnagar,331200.0
10024,1980,Uttar Pradesh,Muzaffarnagar,332500.0
10025,1981,Uttar Pradesh,Muzaffarnagar,332100.0
10026,1982,Uttar Pradesh,Muzaffarnagar,331000.0
10027,1983,Uttar Pradesh,Muzaffarnagar,331000.0
10028,1984,Uttar Pradesh,Muzaffarnagar,334900.0
10029,1985,Uttar Pradesh,Muzaffarnagar,333100.0
10030,1986,Uttar Pradesh,Muzaffarnagar,334000.0
10031,1987,Uttar Pradesh,Muzaffarnagar,330300.0
10032,1988,Uttar Pradesh,Muzaffarnagar,331300.0
10033,1989,Uttar Pradesh,Muzaffarnagar,322900.0
10034,1990,Uttar Pradesh,Muzaffarnagar,424810.0
10035,1991,Uttar Pradesh,Muzaffarnagar,425570.0
10036,1992,Uttar Pradesh,Muzaffarnagar,425650.0
10037,1993,Uttar Pradesh,Muzaffarnagar,426680.0
10038,1994,Uttar Pradesh,Muzaffarnagar,425690.0
10039,1995,Uttar Pradesh,Muzaffarnagar,426210.0
10040,1996,Uttar Pradesh,Muzaffarnagar,426620.0
10041,1997,Uttar Pradesh,Muzaffarnagar,428580.0
10042,1998,Uttar Pradesh,Muzaffarnagar,428100.0
10043,1999,Uttar Pradesh,Muzaffarnagar,428000.0
10044,2000,Uttar Pradesh,Muzaffarnagar,428340.0
10045,2001,Uttar Pradesh,Muzaffarnagar,427650.0
10046,2002,Uttar Pradesh,Muzaffarnagar,427120.0
10047,2003,Uttar Pradesh,Muzaffarnagar,427950.0
10048,2004,Uttar Pradesh,Muzaffarnagar,427730.0
10049,2005,Uttar Pradesh,Muzaffarnagar,429070.0
10050,2006,Uttar Pradesh,Muzaffarnagar,428190.0
10051,2007,Uttar Pradesh,Muzaffarnagar,428720.0
10052,2008,Uttar Pradesh,Muzaffarnagar,429860.0
10053,2009,Uttar Pradesh,Muzaffarnagar,428700.0
10054,2010,Uttar Pradesh,Muzaffarnagar,426830.0
10055,2011,Uttar Pradesh,Muzaffarnagar,323140.0
10056,2012,Uttar Pradesh,Muzaffarnagar,324240.0
10057,2013,Uttar Pradesh,Muzaffarnagar,322170.0
10058,2014,Uttar Pradesh,Muzaffarnagar,320480.0
10059,2015,Uttar Pradesh,Muzaffarnagar,321610.0
10060,2016,Uttar Pradesh,Muzaffarnagar,321610.0
10061,2017,Uttar Pradesh,Muzaffarnagar,321630.0
10062,2018,Uttar Pradesh,Muzaffarnagar,321630.0
10063,2019,Uttar Pradesh,Muzaffarnagar,320570.0
10064,2020,Uttar Pradesh,Muzaffarnagar,-1000.0
10065,1966,Uttar Pradesh,Meerut,460800.0
10066,1967,Uttar Pradesh,Meerut,461700.0
10067,1968,Uttar Pradesh,Meerut,461500.0
10068,1969,Uttar Pradesh,Meerut,462800.0
10069,1970,Uttar Pradesh,Meerut,461700.0
10070,1971,Uttar Pradesh,Meerut,434700.0
10071,1972,Uttar Pradesh,Meerut,407700.0
10072,1973,Uttar Pradesh,Meerut,432200.0
10073,1974,Uttar Pradesh,Meerut,456700.0
10074,1975,Uttar Pradesh,Meerut,459000.0
10075,1976,Uttar Pradesh,Meerut,458300.0
10076,1977,Uttar Pradesh,Meerut,460300.0
10077,1978,Uttar Pradesh,Meerut,463500.0
10078,1979,Uttar Pradesh,Meerut,455400.0
10079,1980,Uttar Pradesh,Meerut,458500.0
10080,1981,Uttar Pradesh,Meerut,459800.0
10081,1982,Uttar Pradesh,Meerut,460100.0
10082,1983,Uttar Pradesh,Meerut,460800.0
10083,1984,Uttar Pradesh,Meerut,459500.0
10084,1985,Uttar Pradesh,Meerut,458800.0
10085,1986,Uttar Pradesh,Meerut,458500.0
10086,1987,Uttar Pradesh,Meerut,454500.0
10087,1988,Uttar Pradesh,Meerut,453800.0
10088,1989,Uttar Pradesh,Meerut,454200.0
10089,1990,Uttar Pradesh,Meerut,519760.0
10090,1991,Uttar Pradesh,Meerut,518890.0
10091,1992,Uttar Pradesh,Meerut,519270.0
10092,1993,Uttar Pradesh,Meerut,519520.0
10093,1994,Uttar Pradesh,Meerut,518090.00000000006
10094,1995,Uttar Pradesh,Meerut,517720.0
10095,1996,Uttar Pradesh,Meerut,519419.99999999994
10096,1997,Uttar Pradesh,Meerut,602060.0
10097,1998,Uttar Pradesh,Meerut,604760.0
10098,1999,Uttar Pradesh,Meerut,600170.0
10099,2000,Uttar Pradesh,Meerut,600050.0
10100,2001,Uttar Pradesh,Meerut,601440.0
10101,2002,Uttar Pradesh,Meerut,591140.0
10102,2003,Uttar Pradesh,Meerut,585560.0
10103,2004,Uttar Pradesh,Meerut,583290.0
10104,2005,Uttar Pradesh,Meerut,584250.0
10105,2006,Uttar Pradesh,Meerut,553960.0
10106,2007,Uttar Pradesh,Meerut,552990.0
10107,2008,Uttar Pradesh,Meerut,547460.0
10108,2009,Uttar Pradesh,Meerut,542350.0
10109,2010,Uttar Pradesh,Meerut,534970.0
10110,2011,Uttar Pradesh,Meerut,462210.0
10111,2012,Uttar Pradesh,Meerut,458540.0
10112,2013,Uttar Pradesh,Meerut,452500.0
10113,2014,Uttar Pradesh,Meerut,460050.0
10114,2015,Uttar Pradesh,Meerut,452590.0
10115,2016,Uttar Pradesh,Meerut,452870.0
10116,2017,Uttar Pradesh,Meerut,453210.0
10117,2018,Uttar Pradesh,Meerut,452590.0
10118,2019,Uttar Pradesh,Meerut,449050.0
10119,2020,Uttar Pradesh,Meerut,-1000.0
10120,1966,Uttar Pradesh,Buland Shahar,377000.0
10121,1967,Uttar Pradesh,Buland Shahar,376100.0
10122,1968,Uttar Pradesh,Buland Shahar,372100.0
10123,1969,Uttar Pradesh,Buland Shahar,375300.0
10124,1970,Uttar Pradesh,Buland Shahar,376500.0
10125,1971,Uttar Pradesh,Buland Shahar,376500.0
10126,1972,Uttar Pradesh,Buland Shahar,376500.0
10127,1973,Uttar Pradesh,Buland Shahar,376200.0
10128,1974,Uttar Pradesh,Buland Shahar,376000.0
10129,1975,Uttar Pradesh,Buland Shahar,378600.0
10130,1976,Uttar Pradesh,Buland Shahar,376700.0
10131,1977,Uttar Pradesh,Buland Shahar,374900.0
10132,1978,Uttar Pradesh,Buland Shahar,380200.0
10133,1979,Uttar Pradesh,Buland Shahar,375500.0
10134,1980,Uttar Pradesh,Buland Shahar,378400.0
10135,1981,Uttar Pradesh,Buland Shahar,383400.0
10136,1982,Uttar Pradesh,Buland Shahar,382600.0
10137,1983,Uttar Pradesh,Buland Shahar,383000.0
10138,1984,Uttar Pradesh,Buland Shahar,382500.0
10139,1985,Uttar Pradesh,Buland Shahar,381600.0
10140,1986,Uttar Pradesh,Buland Shahar,381200.0
10141,1987,Uttar Pradesh,Buland Shahar,380500.0
10142,1988,Uttar Pradesh,Buland Shahar,381500.0
10143,1989,Uttar Pradesh,Buland Shahar,380200.0
10144,1990,Uttar Pradesh,Buland Shahar,403640.0
10145,1991,Uttar Pradesh,Buland Shahar,404920.0
10146,1992,Uttar Pradesh,Buland Shahar,405730.0
10147,1993,Uttar Pradesh,Buland Shahar,406590.0
10148,1994,Uttar Pradesh,Buland Shahar,408280.0
10149,1995,Uttar Pradesh,Buland Shahar,407980.0
10150,1996,Uttar Pradesh,Buland Shahar,410470.0
10151,1997,Uttar Pradesh,Buland Shahar,363680.0
10152,1998,Uttar Pradesh,Buland Shahar,364010.0
10153,1999,Uttar Pradesh,Buland Shahar,364130.0
10154,2000,Uttar Pradesh,Buland Shahar,367520.0
10155,2001,Uttar Pradesh,Buland Shahar,368260.0
10156,2002,Uttar Pradesh,Buland Shahar,377370.0
10157,2003,Uttar Pradesh,Buland Shahar,373530.0
10158,2004,Uttar Pradesh,Buland Shahar,375810.0
10159,2005,Uttar Pradesh,Buland Shahar,375220.0
10160,2006,Uttar Pradesh,Buland Shahar,366540.0
10161,2007,Uttar Pradesh,Buland Shahar,366470.0
10162,2008,Uttar Pradesh,Buland Shahar,367490.0
10163,2009,Uttar Pradesh,Buland Shahar,366250.0
10164,2010,Uttar Pradesh,Buland Shahar,363020.0
10165,2011,Uttar Pradesh,Buland Shahar,344920.0
10166,2012,Uttar Pradesh,Buland Shahar,341550.0
10167,2013,Uttar Pradesh,Buland Shahar,341520.0
10168,2014,Uttar Pradesh,Buland Shahar,344090.0
10169,2015,Uttar Pradesh,Buland Shahar,341030.0
10170,2016,Uttar Pradesh,Buland Shahar,341250.0
10171,2017,Uttar Pradesh,Buland Shahar,341210.0
10172,2018,Uttar Pradesh,Buland Shahar,341070.0
10173,2019,Uttar Pradesh,Buland Shahar,340780.0
10174,2020,Uttar Pradesh,Buland Shahar,-1000.0
10175,1966,Uttar Pradesh,Aligarh,388000.0
10176,1967,Uttar Pradesh,Aligarh,389400.0
10177,1968,Uttar Pradesh,Aligarh,388500.0
10178,1969,Uttar Pradesh,Aligarh,390600.0
10179,1970,Uttar Pradesh,Aligarh,388400.0
10180,1971,Uttar Pradesh,Aligarh,388600.0
10181,1972,Uttar Pradesh,Aligarh,388900.0
10182,1973,Uttar Pradesh,Aligarh,388400.0
10183,1974,Uttar Pradesh,Aligarh,388000.0
10184,1975,Uttar Pradesh,Aligarh,389100.0
10185,1976,Uttar Pradesh,Aligarh,389400.0
10186,1977,Uttar Pradesh,Aligarh,384400.0
10187,1978,Uttar Pradesh,Aligarh,390100.0
10188,1979,Uttar Pradesh,Aligarh,387800.0
10189,1980,Uttar Pradesh,Aligarh,391200.0
10190,1981,Uttar Pradesh,Aligarh,391800.0
10191,1982,Uttar Pradesh,Aligarh,390400.0
10192,1983,Uttar Pradesh,Aligarh,390300.0
10193,1984,Uttar Pradesh,Aligarh,390200.0
10194,1985,Uttar Pradesh,Aligarh,391400.0
10195,1986,Uttar Pradesh,Aligarh,391000.0
10196,1987,Uttar Pradesh,Aligarh,391000.0
10197,1988,Uttar Pradesh,Aligarh,392300.0
10198,1989,Uttar Pradesh,Aligarh,389800.0
10199,1990,Uttar Pradesh,Aligarh,393420.0
10200,1991,Uttar Pradesh,Aligarh,394160.0
10201,1992,Uttar Pradesh,Aligarh,395010.0
10202,1993,Uttar Pradesh,Aligarh,393300.0
10203,1994,Uttar Pradesh,Aligarh,396870.0
10204,1995,Uttar Pradesh,Aligarh,397560.0
10205,1996,Uttar Pradesh,Aligarh,397170.0
10206,1997,Uttar Pradesh,Aligarh,442010.0
10207,1998,Uttar Pradesh,Aligarh,440570.0
10208,1999,Uttar Pradesh,Aligarh,443810.0
10209,2000,Uttar Pradesh,Aligarh,445930.0
10210,2001,Uttar Pradesh,Aligarh,447490.0
10211,2002,Uttar Pradesh,Aligarh,449090.0
10212,2003,Uttar Pradesh,Aligarh,449840.0
10213,2004,Uttar Pradesh,Aligarh,450670.0
10214,2005,Uttar Pradesh,Aligarh,450400.0
10215,2006,Uttar Pradesh,Aligarh,449090.0
10216,2007,Uttar Pradesh,Aligarh,450440.0
10217,2008,Uttar Pradesh,Aligarh,451480.0
10218,2009,Uttar Pradesh,Aligarh,453370.0
10219,2010,Uttar Pradesh,Aligarh,452630.0
10220,2011,Uttar Pradesh,Aligarh,453160.0
10221,2012,Uttar Pradesh,Aligarh,453460.0
10222,2013,Uttar Pradesh,Aligarh,453150.0
10223,2014,Uttar Pradesh,Aligarh,454550.0
10224,2015,Uttar Pradesh,Aligarh,454860.0
10225,2016,Uttar Pradesh,Aligarh,454860.0
10226,2017,Uttar Pradesh,Aligarh,454480.0
