,Year,State Name,Dist Name,Total_Irrigation(1000 ha)
1396,1987,Madhya Pradesh,Morena,5.902
1397,1988,Madhya Pradesh,Morena,5.928
1398,1989,Madhya Pradesh,Morena,6.103
1399,1990,Madhya Pradesh,Morena,4.525
1400,1991,Madhya Pradesh,Morena,4.256500000000001
1401,1992,Madhya Pradesh,Morena,4.652
1402,1993,Madhya Pradesh,Morena,4.8055
1403,1994,Madhya Pradesh,Morena,5.589
1404,1995,Madhya Pradesh,Morena,5.620000000000001
1405,1996,Madhya Pradesh,Morena,5.74695
1406,1997,Madhya Pradesh,Morena,6.3497
1407,1998,Madhya Pradesh,Morena,8.1735
1408,1999,Madhya Pradesh,Morena,7.363499999999999
1409,2000,Madhya Pradesh,Morena,8.035500000000003
1410,2001,Madhya Pradesh,Morena,8.4145
1411,2002,Madhya Pradesh,Morena,6.1977
1412,2003,Madhya Pradesh,Morena,7.526699999999998
1413,2004,Madhya Pradesh,Morena,6.5683000000000025
1414,2005,Madhya Pradesh,Morena,6.4747
1415,2006,Madhya Pradesh,Morena,7.1721
1416,2007,Madhya Pradesh,Morena,7.505
1417,2008,Madhya Pradesh,Morena,7.452000000000003
1418,2009,Madhya Pradesh,Morena,8.24405
1419,2010,Madhya Pradesh,Morena,10.379849999999998
1420,2011,Madhya Pradesh,Morena,11.3264
1421,2012,Madhya Pradesh,Morena,11.321449999999999
1422,2013,Madhya Pradesh,Morena,11.723099999999999
1423,2014,Madhya Pradesh,Morena,13.337799999999996
1424,2015,Madhya Pradesh,Morena,13.694299999999998
1425,2016,Madhya Pradesh,Morena,14.180049999999998
1426,2017,Madhya Pradesh,Morena,14.002499999999998
1427,2018,Madhya Pradesh,Morena,15.544500000000003
1428,2019,Madhya Pradesh,Morena,17.111499999999992
1429,2020,Madhya Pradesh,Morena,18.677999999999997
1430,1966,Madhya Pradesh,Bhind,1.1039999999999999
1431,1967,Madhya Pradesh,Bhind,1.78
1432,1968,Madhya Pradesh,Bhind,2.397
1433,1969,Madhya Pradesh,Bhind,2.6095000000000006
1434,1970,Madhya Pradesh,Bhind,2.9364999999999997
1435,1971,Madhya Pradesh,Bhind,4.112
1436,1972,Madhya Pradesh,Bhind,4.672500000000001
1437,1973,Madhya Pradesh,Bhind,3.9865000000000004
1438,1974,Madhya Pradesh,Bhind,4.1274999999999995
1439,1975,Madhya Pradesh,Bhind,4.856
1440,1976,Madhya Pradesh,Bhind,5.0315
1441,1977,Madhya Pradesh,Bhind,5.6225000000000005
1442,1978,Madhya Pradesh,Bhind,5.763
1443,1979,Madhya Pradesh,Bhind,5.0009999999999994
1444,1980,Madhya Pradesh,Bhind,4.9175
1445,1981,Madhya Pradesh,Bhind,4.039000000000001
1446,1982,Madhya Pradesh,Bhind,4.2940000000000005
1447,1983,Madhya Pradesh,Bhind,4.5465
1448,1984,Madhya Pradesh,Bhind,4.466500000000001
1449,1985,Madhya Pradesh,Bhind,4.6645
1450,1986,Madhya Pradesh,Bhind,4.8335
1451,1987,Madhya Pradesh,Bhind,4.891499999999999
1452,1988,Madhya Pradesh,Bhind,5.1625
1453,1989,Madhya Pradesh,Bhind,4.951999999999998
1454,1990,Madhya Pradesh,Bhind,4.1955
1455,1991,Madhya Pradesh,Bhind,4.740499999999999
1456,1992,Madhya Pradesh,Bhind,5.063000000000001
1457,1993,Madhya Pradesh,Bhind,4.897999999999999
1458,1994,Madhya Pradesh,Bhind,5.385
1459,1995,Madhya Pradesh,Bhind,5.409699999999999
1460,1996,Madhya Pradesh,Bhind,5.392049999999999
1461,1997,Madhya Pradesh,Bhind,5.452450000000001
1462,1998,Madhya Pradesh,Bhind,5.0585
1463,1999,Madhya Pradesh,Bhind,5.70325
1464,2000,Madhya Pradesh,Bhind,5.1365
1465,2001,Madhya Pradesh,Bhind,5.607500000000001
1466,2002,Madhya Pradesh,Bhind,4.62505
1467,2003,Madhya Pradesh,Bhind,4.843
1468,2004,Madhya Pradesh,Bhind,4.6168
1469,2005,Madhya Pradesh,Bhind,4.859800000000001
1470,2006,Madhya Pradesh,Bhind,4.3607
1471,2007,Madhya Pradesh,Bhind,4.4883999999999995
1472,2008,Madhya Pradesh,Bhind,5.5927
1473,2009,Madhya Pradesh,Bhind,5.188450000000001
1474,2010,Madhya Pradesh,Bhind,5.391050000000001
1475,2011,Madhya Pradesh,Bhind,5.83795
1476,2012,Madhya Pradesh,Bhind,5.802550000000001
1477,2013,Madhya Pradesh,Bhind,6.3881
1478,2014,Madhya Pradesh,Bhind,7.982249999999999
1479,2015,Madhya Pradesh,Bhind,7.87115
1480,2016,Madhya Pradesh,Bhind,7.90805
1481,2017,Madhya Pradesh,Bhind,6.880000000000001
1482,2018,Madhya Pradesh,Bhind,6.4784999999999995
1483,2019,Madhya Pradesh,Bhind,6.8758
1484,2020,Madhya Pradesh,Bhind,8.629599999999998
1485,1966,Madhya Pradesh,Indore,0.36750000000000005
1486,1967,Madhya Pradesh,Indore,0.49750000000000005
1487,1968,Madhya Pradesh,Indore,0.6134999999999999
1488,1969,Madhya Pradesh,Indore,0.8170000000000002
1489,1970,Madhya Pradesh,Indore,1.1395
1490,1971,Madhya Pradesh,Indore,1.304
1491,1972,Madhya Pradesh,Indore,1.2965
1492,1973,Madhya Pradesh,Indore,1.504
1493,1974,Madhya Pradesh,Indore,1.4405000000000001
1494,1975,Madhya Pradesh,Indore,1.6375
1495,1976,Madhya Pradesh,Indore,1.7945
1496,1977,Madhya Pradesh,Indore,2.0709999999999997
1497,1978,Madhya Pradesh,Indore,2.3695
1498,1979,Madhya Pradesh,Indore,2.3404999999999996
1499,1980,Madhya Pradesh,Indore,2.6000000000000005
1500,1981,Madhya Pradesh,Indore,2.9635000000000002
1501,1982,Madhya Pradesh,Indore,3.2270000000000003
1502,1983,Madhya Pradesh,Indore,3.6450000000000005
1503,1984,Madhya Pradesh,Indore,3.9524999999999997
1504,1985,Madhya Pradesh,Indore,3.0890000000000004
1505,1986,Madhya Pradesh,Indore,3.7030000000000003
1506,1987,Madhya Pradesh,Indore,3.0275000000000003
1507,1988,Madhya Pradesh,Indore,4.678499999999999
1508,1989,Madhya Pradesh,Indore,4.619
1509,1990,Madhya Pradesh,Indore,6.233500000000001
1510,1991,Madhya Pradesh,Indore,5.853999999999999
1511,1992,Madhya Pradesh,Indore,4.502000000000001
1512,1993,Madhya Pradesh,Indore,7.258
1513,1994,Madhya Pradesh,Indore,7.920999999999999
1514,1995,Madhya Pradesh,Indore,7.770999999999999
1515,1996,Madhya Pradesh,Indore,8.8756
1516,1997,Madhya Pradesh,Indore,8.78005
1517,1998,Madhya Pradesh,Indore,8.6324
1518,1999,Madhya Pradesh,Indore,8.891900000000001
1519,2000,Madhya Pradesh,Indore,3.8216499999999995
1520,2001,Madhya Pradesh,Indore,4.31335
1521,2002,Madhya Pradesh,Indore,4.979150000000001
1522,2003,Madhya Pradesh,Indore,7.581950000000002
1523,2004,Madhya Pradesh,Indore,8.2501
1524,2005,Madhya Pradesh,Indore,5.156000000000001
1525,2006,Madhya Pradesh,Indore,9.8778
1526,2007,Madhya Pradesh,Indore,9.38435
1527,2008,Madhya Pradesh,Indore,10.207350000000002
1528,2009,Madhya Pradesh,Indore,9.943799999999998
1529,2010,Madhya Pradesh,Indore,10.846250000000001
1530,2011,Madhya Pradesh,Indore,11.13795
1531,2012,Madhya Pradesh,Indore,12.2333
1532,2013,Madhya Pradesh,Indore,13.529349999999999
1533,2014,Madhya Pradesh,Indore,13.42595
1534,2015,Madhya Pradesh,Indore,13.703299999999999
1535,2016,Madhya Pradesh,Indore,13.408399999999997
1536,2017,Madhya Pradesh,Indore,13.112999999999996
1537,2018,Madhya Pradesh,Indore,15.981699999999998
1538,2019,Madhya Pradesh,Indore,12.6295
1539,2020,Madhya Pradesh,Indore,12.169849999999999
1540,1966,Madhya Pradesh,Ratlam,0.47450000000000003
1541,1967,Madhya Pradesh,Ratlam,0.4920000000000001
1542,1968,Madhya Pradesh,Ratlam,0.583
1543,1969,Madhya Pradesh,Ratlam,0.7995000000000001
1544,1970,Madhya Pradesh,Ratlam,0.9715
1545,1971,Madhya Pradesh,Ratlam,1.0525
1546,1972,Madhya Pradesh,Ratlam,1.1534999999999997
1547,1973,Madhya Pradesh,Ratlam,1.3290000000000002
1548,1974,Madhya Pradesh,Ratlam,1.3254999999999997
1549,1975,Madhya Pradesh,Ratlam,1.383
1550,1976,Madhya Pradesh,Ratlam,1.3564999999999998
1551,1977,Madhya Pradesh,Ratlam,1.493
1552,1978,Madhya Pradesh,Ratlam,1.687
1553,1979,Madhya Pradesh,Ratlam,1.3419999999999999
1554,1980,Madhya Pradesh,Ratlam,1.6585
1555,1981,Madhya Pradesh,Ratlam,1.6314999999999997
1556,1982,Madhya Pradesh,Ratlam,1.8114999999999999
1557,1983,Madhya Pradesh,Ratlam,1.8855
1558,1984,Madhya Pradesh,Ratlam,2.235
1559,1985,Madhya Pradesh,Ratlam,2.2350000000000003
1560,1986,Madhya Pradesh,Ratlam,3.2910000000000004
1561,1987,Madhya Pradesh,Ratlam,2.476
1562,1988,Madhya Pradesh,Ratlam,2.9745
1563,1989,Madhya Pradesh,Ratlam,3.3175
1564,1990,Madhya Pradesh,Ratlam,3.8415
1565,1991,Madhya Pradesh,Ratlam,4.5605
1566,1992,Madhya Pradesh,Ratlam,3.9834999999999994
1567,1993,Madhya Pradesh,Ratlam,4.8005
1568,1994,Madhya Pradesh,Ratlam,5.7655
1569,1995,Madhya Pradesh,Ratlam,6.1127
1570,1996,Madhya Pradesh,Ratlam,7.031350000000001
1571,1997,Madhya Pradesh,Ratlam,6.850300000000002
1572,1998,Madhya Pradesh,Ratlam,7.1763
1573,1999,Madhya Pradesh,Ratlam,6.4062
1574,2000,Madhya Pradesh,Ratlam,1.9117000000000002
1575,2001,Madhya Pradesh,Ratlam,1.8773
1576,2002,Madhya Pradesh,Ratlam,1.56655
1577,2003,Madhya Pradesh,Ratlam,4.6228
1578,2004,Madhya Pradesh,Ratlam,5.4918499999999995
1579,2005,Madhya Pradesh,Ratlam,4.21805
1580,2006,Madhya Pradesh,Ratlam,7.005149999999999
1581,2007,Madhya Pradesh,Ratlam,6.980199999999999
1582,2008,Madhya Pradesh,Ratlam,5.9838000000000005
1583,2009,Madhya Pradesh,Ratlam,7.293399999999998
1584,2010,Madhya Pradesh,Ratlam,6.903600000000002
1585,2011,Madhya Pradesh,Ratlam,9.67885
1586,2012,Madhya Pradesh,Ratlam,9.769950000000001
1587,2013,Madhya Pradesh,Ratlam,11.3312
1588,2014,Madhya Pradesh,Ratlam,11.04235
1589,2015,Madhya Pradesh,Ratlam,10.268849999999999
1590,2016,Madhya Pradesh,Ratlam,10.75505
1591,2017,Madhya Pradesh,Ratlam,12.594949999999999
1592,2018,Madhya Pradesh,Ratlam,15.018599999999998
1593,2019,Madhya Pradesh,Ratlam,14.8017
1594,2020,Madhya Pradesh,Ratlam,16.270400000000002
1595,1966,Madhya Pradesh,Ujjain,0.35500000000000004
1596,1967,Madhya Pradesh,Ujjain,0.39999999999999997
1597,1968,Madhya Pradesh,Ujjain,0.465
1598,1969,Madhya Pradesh,Ujjain,0.6120000000000001
1599,1970,Madhya Pradesh,Ujjain,0.8320000000000001
1600,1971,Madhya Pradesh,Ujjain,1.0699999999999998
1601,1972,Madhya Pradesh,Ujjain,1.1035
1602,1973,Madhya Pradesh,Ujjain,1.4045
1603,1974,Madhya Pradesh,Ujjain,1.2475
1604,1975,Madhya Pradesh,Ujjain,1.5555000000000003
1605,1976,Madhya Pradesh,Ujjain,1.544
1606,1977,Madhya Pradesh,Ujjain,1.967
1607,1978,Madhya Pradesh,Ujjain,2.3850000000000002
1608,1979,Madhya Pradesh,Ujjain,2.5944999999999996
1609,1980,Madhya Pradesh,Ujjain,2.857
1610,1981,Madhya Pradesh,Ujjain,3.145
1611,1982,Madhya Pradesh,Ujjain,3.3609999999999993
1612,1983,Madhya Pradesh,Ujjain,3.6919999999999993
1613,1984,Madhya Pradesh,Ujjain,4.835500000000001
1614,1985,Madhya Pradesh,Ujjain,4.5184999999999995
1615,1986,Madhya Pradesh,Ujjain,6.512500000000001
1616,1987,Madhya Pradesh,Ujjain,5.7255
1617,1988,Madhya Pradesh,Ujjain,6.813000000000001
1618,1989,Madhya Pradesh,Ujjain,6.836000000000001
1619,1990,Madhya Pradesh,Ujjain,9.0395
1620,1991,Madhya Pradesh,Ujjain,9.5975
1621,1992,Madhya Pradesh,Ujjain,8.389
1622,1993,Madhya Pradesh,Ujjain,10.2075
1623,1994,Madhya Pradesh,Ujjain,12.5375
1624,1995,Madhya Pradesh,Ujjain,13.597
1625,1996,Madhya Pradesh,Ujjain,14.379649999999998
1626,1997,Madhya Pradesh,Ujjain,14.598449999999996
1627,1998,Madhya Pradesh,Ujjain,15.065900000000003
1628,1999,Madhya Pradesh,Ujjain,15.228399999999999
1629,2000,Madhya Pradesh,Ujjain,3.8682000000000003
1630,2001,Madhya Pradesh,Ujjain,5.4403500000000005
1631,2002,Madhya Pradesh,Ujjain,4.599
1632,2003,Madhya Pradesh,Ujjain,12.254499999999998
1633,2004,Madhya Pradesh,Ujjain,13.234
1634,2005,Madhya Pradesh,Ujjain,8.668700000000001
1635,2006,Madhya Pradesh,Ujjain,16.64595
1636,2007,Madhya Pradesh,Ujjain,20.6722
1637,2008,Madhya Pradesh,Ujjain,13.120249999999999
1638,2009,Madhya Pradesh,Ujjain,16.208949999999994
1639,2010,Madhya Pradesh,Ujjain,18.18245
1640,2011,Madhya Pradesh,Ujjain,19.451
1641,2012,Madhya Pradesh,Ujjain,21.251499999999997
1642,2013,Madhya Pradesh,Ujjain,22.872
1643,2014,Madhya Pradesh,Ujjain,20.664350000000002
1644,2015,Madhya Pradesh,Ujjain,21.2384
1645,2016,Madhya Pradesh,Ujjain,22.475749999999998
1646,2017,Madhya Pradesh,Ujjain,26.3193
1647,2018,Madhya Pradesh,Ujjain,30.800900000000002
1648,2019,Madhya Pradesh,Ujjain,26.091950000000004
1649,2020,Madhya Pradesh,Ujjain,25.440849999999994
1650,1966,Madhya Pradesh,Mandsaur,1.609
1651,1967,Madhya Pradesh,Mandsaur,1.7009999999999998
1652,1968,Madhya Pradesh,Mandsaur,2.1220000000000003
1653,1969,Madhya Pradesh,Mandsaur,2.3014999999999994
1654,1970,Madhya Pradesh,Mandsaur,2.5105000000000004
1655,1971,Madhya Pradesh,Mandsaur,2.7095
1656,1972,Madhya Pradesh,Mandsaur,2.8449999999999998
1657,1973,Madhya Pradesh,Mandsaur,3.0524999999999993
1658,1974,Madhya Pradesh,Mandsaur,3.1150000000000007
1659,1975,Madhya Pradesh,Mandsaur,3.1405
1660,1976,Madhya Pradesh,Mandsaur,3.182
1661,1977,Madhya Pradesh,Mandsaur,3.3269999999999995
1662,1978,Madhya Pradesh,Mandsaur,3.853
1663,1979,Madhya Pradesh,Mandsaur,3.6815000000000007
1664,1980,Madhya Pradesh,Mandsaur,3.9289999999999994
1665,1981,Madhya Pradesh,Mandsaur,3.2485
1666,1982,Madhya Pradesh,Mandsaur,4.394
1667,1983,Madhya Pradesh,Mandsaur,4.2355
1668,1984,Madhya Pradesh,Mandsaur,4.6825
1669,1985,Madhya Pradesh,Mandsaur,5.886000000000001
1670,1986,Madhya Pradesh,Mandsaur,6.4704999999999995
1671,1987,Madhya Pradesh,Mandsaur,4.5584999999999996
1672,1988,Madhya Pradesh,Mandsaur,4.905
1673,1989,Madhya Pradesh,Mandsaur,5.32
1674,1990,Madhya Pradesh,Mandsaur,4.566999999999999
1675,1991,Madhya Pradesh,Mandsaur,4.291500000000001
1676,1992,Madhya Pradesh,Mandsaur,4.749
1677,1993,Madhya Pradesh,Mandsaur,3.9510000000000005
1678,1994,Madhya Pradesh,Mandsaur,5.4315
1679,1995,Madhya Pradesh,Mandsaur,5.0696
1680,1996,Madhya Pradesh,Mandsaur,5.66715
1681,1997,Madhya Pradesh,Mandsaur,5.99375
1682,1998,Madhya Pradesh,Mandsaur,6.991900000000003
1683,1999,Madhya Pradesh,Mandsaur,6.9452500000000015
1684,2000,Madhya Pradesh,Mandsaur,3.4505500000000007
1685,2001,Madhya Pradesh,Mandsaur,4.8119
1686,2002,Madhya Pradesh,Mandsaur,2.047
1687,2003,Madhya Pradesh,Mandsaur,3.740299999999999
1688,2004,Madhya Pradesh,Mandsaur,5.8898
1689,2005,Madhya Pradesh,Mandsaur,4.0516
1690,2006,Madhya Pradesh,Mandsaur,7.3157
1691,2007,Madhya Pradesh,Mandsaur,6.3083
1692,2008,Madhya Pradesh,Mandsaur,6.044599999999999
1693,2009,Madhya Pradesh,Mandsaur,6.57185
1694,2010,Madhya Pradesh,Mandsaur,6.850699999999999
1695,2011,Madhya Pradesh,Mandsaur,8.806299999999997
1696,2012,Madhya Pradesh,Mandsaur,8.9183
1697,2013,Madhya Pradesh,Mandsaur,11.116500000000004
1698,2014,Madhya Pradesh,Mandsaur,10.752949999999998
1699,2015,Madhya Pradesh,Mandsaur,9.8015
1700,2016,Madhya Pradesh,Mandsaur,11.12625
1701,2017,Madhya Pradesh,Mandsaur,14.272750000000002
1702,2018,Madhya Pradesh,Mandsaur,16.889449999999997
1703,2019,Madhya Pradesh,Mandsaur,21.980150000000002
1704,2020,Madhya Pradesh,Mandsaur,22.987199999999994
1705,1966,Madhya Pradesh,Dewas,0.242
1706,1967,Madhya Pradesh,Dewas,0.2915
1707,1968,Madhya Pradesh,Dewas,0.39649999999999996
1708,1969,Madhya Pradesh,Dewas,0.502
1709,1970,Madhya Pradesh,Dewas,0.6565000000000001
1710,1971,Madhya Pradesh,Dewas,0.8620000000000001
1711,1972,Madhya Pradesh,Dewas,0.8769999999999998
1712,1973,Madhya Pradesh,Dewas,1.119
1713,1974,Madhya Pradesh,Dewas,0.9339999999999999
1714,1975,Madhya Pradesh,Dewas,1.2520000000000002
1715,1976,Madhya Pradesh,Dewas,1.3870000000000002
1716,1977,Madhya Pradesh,Dewas,1.842
1717,1978,Madhya Pradesh,Dewas,2.1975000000000002
1718,1979,Madhya Pradesh,Dewas,2.174
1719,1980,Madhya Pradesh,Dewas,2.4390000000000005
1720,1981,Madhya Pradesh,Dewas,2.7685
1721,1982,Madhya Pradesh,Dewas,2.9695
1722,1983,Madhya Pradesh,Dewas,3.2655000000000003
1723,1984,Madhya Pradesh,Dewas,3.6555
1724,1985,Madhya Pradesh,Dewas,3.6325000000000003
1725,1986,Madhya Pradesh,Dewas,4.48
1726,1987,Madhya Pradesh,Dewas,3.3069999999999995
1727,1988,Madhya Pradesh,Dewas,4.776999999999999
1728,1989,Madhya Pradesh,Dewas,3.25
1729,1990,Madhya Pradesh,Dewas,5.824
1730,1991,Madhya Pradesh,Dewas,5.680999999999999
1731,1992,Madhya Pradesh,Dewas,4.346500000000001
1732,1993,Madhya Pradesh,Dewas,6.933000000000002
1733,1994,Madhya Pradesh,Dewas,8.078999999999999
1734,1995,Madhya Pradesh,Dewas,7.9518
1735,1996,Madhya Pradesh,Dewas,8.738249999999999
1736,1997,Madhya Pradesh,Dewas,8.9284
1737,1998,Madhya Pradesh,Dewas,9.560800000000002
1738,1999,Madhya Pradesh,Dewas,9.9098
1739,2000,Madhya Pradesh,Dewas,4.7058
1740,2001,Madhya Pradesh,Dewas,7.921100000000001
1741,2002,Madhya Pradesh,Dewas,7.737400000000001
1742,2003,Madhya Pradesh,Dewas,9.745400000000004
1743,2004,Madhya Pradesh,Dewas,10.364600000000001
1744,2005,Madhya Pradesh,Dewas,9.326149999999998
1745,2006,Madhya Pradesh,Dewas,11.27025
1746,2007,Madhya Pradesh,Dewas,12.50485
1747,2008,Madhya Pradesh,Dewas,11.5253
1748,2009,Madhya Pradesh,Dewas,13.598950000000006
1749,2010,Madhya Pradesh,Dewas,14.935400000000001
1750,2011,Madhya Pradesh,Dewas,16.374
1751,2012,Madhya Pradesh,Dewas,17.123399999999997
1752,2013,Madhya Pradesh,Dewas,18.492400000000004
1753,2014,Madhya Pradesh,Dewas,19.84825
1754,2015,Madhya Pradesh,Dewas,20.880449999999996
1755,2016,Madhya Pradesh,Dewas,19.681949999999997
1756,2017,Madhya Pradesh,Dewas,30.35710000000001
1757,2018,Madhya Pradesh,Dewas,27.47285
1758,2019,Madhya Pradesh,Dewas,23.9786
1759,2020,Madhya Pradesh,Dewas,23.86755
1760,1966,Madhya Pradesh,Dhar,0.6415000000000001
1761,1967,Madhya Pradesh,Dhar,0.8835
1762,1968,Madhya Pradesh,Dhar,1.1510000000000002
1763,1969,Madhya Pradesh,Dhar,1.2735
1764,1970,Madhya Pradesh,Dhar,1.4565000000000001
1765,1971,Madhya Pradesh,Dhar,1.6045000000000003
1766,1972,Madhya Pradesh,Dhar,1.4720000000000002
1767,1973,Madhya Pradesh,Dhar,1.8270000000000004
1768,1974,Madhya Pradesh,Dhar,1.4140000000000001
1769,1975,Madhya Pradesh,Dhar,1.5565000000000002
1770,1976,Madhya Pradesh,Dhar,1.8190000000000002
1771,1977,Madhya Pradesh,Dhar,2.2495000000000003
1772,1978,Madhya Pradesh,Dhar,2.7115
1773,1979,Madhya Pradesh,Dhar,2.9165
1774,1980,Madhya Pradesh,Dhar,2.974
1775,1981,Madhya Pradesh,Dhar,3.1910000000000007
1776,1982,Madhya Pradesh,Dhar,3.1005000000000003
1777,1983,Madhya Pradesh,Dhar,3.7470000000000008
1778,1984,Madhya Pradesh,Dhar,4.175
1779,1985,Madhya Pradesh,Dhar,2.4415000000000004
1780,1986,Madhya Pradesh,Dhar,3.9370000000000003
1781,1987,Madhya Pradesh,Dhar,3.7895000000000003
1782,1988,Madhya Pradesh,Dhar,5.720999999999999
1783,1989,Madhya Pradesh,Dhar,6.3935
1784,1990,Madhya Pradesh,Dhar,7.634000000000002
1785,1991,Madhya Pradesh,Dhar,7.025
1786,1992,Madhya Pradesh,Dhar,5.880000000000001
1787,1993,Madhya Pradesh,Dhar,8.155999999999999
1788,1994,Madhya Pradesh,Dhar,9.980500000000001
1789,1995,Madhya Pradesh,Dhar,9.421249999999999
1790,1996,Madhya Pradesh,Dhar,10.953550000000002
1791,1997,Madhya Pradesh,Dhar,11.577050000000002
1792,1998,Madhya Pradesh,Dhar,11.848950000000002
1793,1999,Madhya Pradesh,Dhar,10.5877
1794,2000,Madhya Pradesh,Dhar,3.7956499999999993
1795,2001,Madhya Pradesh,Dhar,5.165949999999999
1796,2002,Madhya Pradesh,Dhar,6.359500000000001
1797,2003,Madhya Pradesh,Dhar,10.607250000000002
1798,2004,Madhya Pradesh,Dhar,11.69945
1799,2005,Madhya Pradesh,Dhar,8.272650000000002
1800,2006,Madhya Pradesh,Dhar,14.51935
1801,2007,Madhya Pradesh,Dhar,17.005150000000004
1802,2008,Madhya Pradesh,Dhar,15.17565
1803,2009,Madhya Pradesh,Dhar,15.1197
1804,2010,Madhya Pradesh,Dhar,16.634749999999993
1805,2011,Madhya Pradesh,Dhar,17.652299999999997
1806,2012,Madhya Pradesh,Dhar,19.774649999999998
1807,2013,Madhya Pradesh,Dhar,22.7426
1808,2014,Madhya Pradesh,Dhar,22.8727
1809,2015,Madhya Pradesh,Dhar,21.894
1810,2016,Madhya Pradesh,Dhar,22.2764
1811,2017,Madhya Pradesh,Dhar,27.023999999999994
1812,2018,Madhya Pradesh,Dhar,28.04975
1813,2019,Madhya Pradesh,Dhar,28.040249999999997
1814,2020,Madhya Pradesh,Dhar,30.231199999999994
1815,1966,Madhya Pradesh,Jhabua,0.323
1816,1967,Madhya Pradesh,Jhabua,0.34800000000000003
1817,1968,Madhya Pradesh,Jhabua,0.43599999999999994
1818,1969,Madhya Pradesh,Jhabua,0.4929999999999999
1819,1970,Madhya Pradesh,Jhabua,0.48599999999999993
1820,1971,Madhya Pradesh,Jhabua,0.5179999999999999
1821,1972,Madhya Pradesh,Jhabua,0.472
1822,1973,Madhya Pradesh,Jhabua,0.6855
1823,1974,Madhya Pradesh,Jhabua,0.487
1824,1975,Madhya Pradesh,Jhabua,0.5559999999999998
1825,1976,Madhya Pradesh,Jhabua,0.7284999999999999
1826,1977,Madhya Pradesh,Jhabua,1.2944999999999998
1827,1978,Madhya Pradesh,Jhabua,1.0310000000000001
1828,1979,Madhya Pradesh,Jhabua,1.2870000000000001
1829,1980,Madhya Pradesh,Jhabua,1.2065
1830,1981,Madhya Pradesh,Jhabua,1.4015
1831,1982,Madhya Pradesh,Jhabua,1.557
1832,1983,Madhya Pradesh,Jhabua,1.7169999999999999
1833,1984,Madhya Pradesh,Jhabua,1.7425000000000002
1834,1985,Madhya Pradesh,Jhabua,0.5735
1835,1986,Madhya Pradesh,Jhabua,1.3875000000000004
1836,1987,Madhya Pradesh,Jhabua,1.3445000000000003
1837,1988,Madhya Pradesh,Jhabua,1.7580000000000002
1838,1989,Madhya Pradesh,Jhabua,1.9929999999999999
1839,1990,Madhya Pradesh,Jhabua,1.1949999999999998
1840,1991,Madhya Pradesh,Jhabua,1.3984999999999999
1841,1992,Madhya Pradesh,Jhabua,3.084
1842,1993,Madhya Pradesh,Jhabua,2.915
1843,1994,Madhya Pradesh,Jhabua,3.7855
1844,1995,Madhya Pradesh,Jhabua,2.7005
1845,1996,Madhya Pradesh,Jhabua,3.1915000000000004
1846,1997,Madhya Pradesh,Jhabua,3.6865
1847,1998,Madhya Pradesh,Jhabua,3.8919999999999995
1848,1999,Madhya Pradesh,Jhabua,0.859
1849,2000,Madhya Pradesh,Jhabua,-0.733
1850,2001,Madhya Pradesh,Jhabua,0.2545
1851,2002,Madhya Pradesh,Jhabua,0.8829999999999998
1852,2003,Madhya Pradesh,Jhabua,2.1189999999999998
1853,2004,Madhya Pradesh,Jhabua,2.7154999999999996
1854,2005,Madhya Pradesh,Jhabua,2.4495000000000005
1855,2006,Madhya Pradesh,Jhabua,2.9090000000000003
1856,2007,Madhya Pradesh,Jhabua,3.312
1857,2008,Madhya Pradesh,Jhabua,3.4015
1858,2009,Madhya Pradesh,Jhabua,3.8620000000000005
1859,2010,Madhya Pradesh,Jhabua,4.337999999999999
1860,2011,Madhya Pradesh,Jhabua,4.4735000000000005
1861,2012,Madhya Pradesh,Jhabua,5.395999999999999
1862,2013,Madhya Pradesh,Jhabua,6.0875
1863,2014,Madhya Pradesh,Jhabua,5.9910000000000005
1864,2015,Madhya Pradesh,Jhabua,5.3827
1865,2016,Madhya Pradesh,Jhabua,5.930499999999999
1866,2017,Madhya Pradesh,Jhabua,6.717099999999999
1867,2018,Madhya Pradesh,Jhabua,6.4301
1868,2019,Madhya Pradesh,Jhabua,8.549400000000002
1869,2020,Madhya Pradesh,Jhabua,12.332799999999997
1870,1966,Madhya Pradesh,Khargone (West Nimar),1.1520000000000001
1871,1967,Madhya Pradesh,Khargone (West Nimar),1.2305
1872,1968,Madhya Pradesh,Khargone (West Nimar),1.5045000000000002
1873,1969,Madhya Pradesh,Khargone (West Nimar),1.7915000000000003
1874,1970,Madhya Pradesh,Khargone (West Nimar),1.9215
1875,1971,Madhya Pradesh,Khargone (West Nimar),2.0525
1876,1972,Madhya Pradesh,Khargone (West Nimar),2.0180000000000002
1877,1973,Madhya Pradesh,Khargone (West Nimar),2.338
1878,1974,Madhya Pradesh,Khargone (West Nimar),2.2035000000000005
1879,1975,Madhya Pradesh,Khargone (West Nimar),2.523
1880,1976,Madhya Pradesh,Khargone (West Nimar),2.7484999999999995
1881,1977,Madhya Pradesh,Khargone (West Nimar),3.4955000000000007
1882,1978,Madhya Pradesh,Khargone (West Nimar),3.8835
1883,1979,Madhya Pradesh,Khargone (West Nimar),4.4745
1884,1980,Madhya Pradesh,Khargone (West Nimar),4.0504999999999995
1885,1981,Madhya Pradesh,Khargone (West Nimar),4.2825
1886,1982,Madhya Pradesh,Khargone (West Nimar),3.8005000000000004
