,Year,State Name,Dist Name,Total_Irrigation(1000 ha)
0,1966,Chhattisgarh,Durg,3.7974999999999994
1,1967,Chhattisgarh,Durg,5.193
2,1968,Chhattisgarh,Durg,6.400499999999999
3,1969,Chhattisgarh,Durg,6.705499999999999
4,1970,Chhattisgarh,Durg,6.7459999999999996
5,1971,Chhattisgarh,Durg,7.275999999999999
6,1972,Chhattisgarh,Durg,6.891
7,1973,Chhattisgarh,Durg,7.617
8,1974,Chhattisgarh,Durg,4.7905
9,1975,Chhattisgarh,Durg,6.946
10,1976,Chhattisgarh,Durg,7.577000000000001
11,1977,Chhattisgarh,Durg,8.723
12,1978,Chhattisgarh,Durg,9.447500000000002
13,1979,Chhattisgarh,Durg,10.235499999999998
14,1980,Chhattisgarh,Durg,9.793499999999998
15,1981,Chhattisgarh,Durg,9.956499999999998
16,1982,Chhattisgarh,Durg,10.187999999999999
17,1983,Chhattisgarh,Durg,10.659499999999998
18,1984,Chhattisgarh,Durg,11.318
19,1985,Chhattisgarh,Durg,11.297499999999998
20,1986,Chhattisgarh,Durg,12.739499999999998
21,1987,Chhattisgarh,Durg,11.011
22,1988,Chhattisgarh,Durg,10.787
23,1989,Chhattisgarh,Durg,11.469999999999997
24,1990,Chhattisgarh,Durg,10.2865
25,1991,Chhattisgarh,Durg,12.548999999999998
26,1992,Chhattisgarh,Durg,13.137500000000003
27,1993,Chhattisgarh,Durg,13.735000000000003
28,1994,Chhattisgarh,Durg,13.9525
29,1995,Chhattisgarh,Durg,14.3055
30,1996,Chhattisgarh,Durg,14.049000000000001
31,1997,Chhattisgarh,Durg,14.3055
32,1998,Chhattisgarh,Durg,12.536600000000002
33,1999,Chhattisgarh,Durg,15.0018
34,2000,Chhattisgarh,Durg,12.0631
35,2001,Chhattisgarh,Durg,15.888049999999998
36,2002,Chhattisgarh,Durg,14.19405
37,2003,Chhattisgarh,Durg,14.91865
38,2004,Chhattisgarh,Durg,18.157
39,2005,Chhattisgarh,Durg,19.2749
40,2006,Chhattisgarh,Durg,20.8735
41,2007,Chhattisgarh,Durg,22.63715
42,2008,Chhattisgarh,Durg,23.231050000000003
43,2009,Chhattisgarh,Durg,22.81095
44,2010,Chhattisgarh,Durg,21.692050000000002
45,2011,Chhattisgarh,Durg,27.907500000000006
46,2012,Chhattisgarh,Durg,29.735999999999997
47,2013,Chhattisgarh,Durg,32.025650000000006
48,2014,Chhattisgarh,Durg,32.466699999999996
49,2015,Chhattisgarh,Durg,32.9296
50,2016,Chhattisgarh,Durg,35.43484999999999
51,2017,Chhattisgarh,Durg,39.482400000000005
52,2018,Chhattisgarh,Durg,43.33489999999999
53,2019,Chhattisgarh,Durg,42.841849999999994
54,2020,Chhattisgarh,Durg,46.195199999999986
55,1966,Chhattisgarh,Bastar,0.5900000000000001
56,1967,Chhattisgarh,Bastar,0.6199999999999999
57,1968,Chhattisgarh,Bastar,0.581
58,1969,Chhattisgarh,Bastar,0.6359999999999999
59,1970,Chhattisgarh,Bastar,0.6255
60,1971,Chhattisgarh,Bastar,0.6305
61,1972,Chhattisgarh,Bastar,0.6209999999999999
62,1973,Chhattisgarh,Bastar,0.631
63,1974,Chhattisgarh,Bastar,0.39299999999999996
64,1975,Chhattisgarh,Bastar,0.40199999999999997
65,1976,Chhattisgarh,Bastar,0.4215
66,1977,Chhattisgarh,Bastar,0.43
67,1978,Chhattisgarh,Bastar,0.43499999999999994
68,1979,Chhattisgarh,Bastar,0.505
69,1980,Chhattisgarh,Bastar,0.505
70,1981,Chhattisgarh,Bastar,0.5700000000000001
71,1982,Chhattisgarh,Bastar,0.635
72,1983,Chhattisgarh,Bastar,0.6399999999999999
73,1984,Chhattisgarh,Bastar,0.775
74,1985,Chhattisgarh,Bastar,0.755
75,1986,Chhattisgarh,Bastar,0.875
76,1987,Chhattisgarh,Bastar,0.96
77,1988,Chhattisgarh,Bastar,0.9250000000000002
78,1989,Chhattisgarh,Bastar,0.99
79,1990,Chhattisgarh,Bastar,-0.347
80,1991,Chhattisgarh,Bastar,-0.23600000000000004
81,1992,Chhattisgarh,Bastar,-0.20750000000000002
82,1993,Chhattisgarh,Bastar,-0.1955
83,1994,Chhattisgarh,Bastar,-0.2205
84,1995,Chhattisgarh,Bastar,-0.259
85,1996,Chhattisgarh,Bastar,-0.2425
86,1997,Chhattisgarh,Bastar,-0.27599999999999997
87,1998,Chhattisgarh,Bastar,0.43949999999999995
88,1999,Chhattisgarh,Bastar,-0.12650000000000006
89,2000,Chhattisgarh,Bastar,-0.13949999999999996
90,2001,Chhattisgarh,Bastar,-0.02300000000000004
91,2002,Chhattisgarh,Bastar,-0.04149999999999991
92,2003,Chhattisgarh,Bastar,-0.14700000000000008
93,2004,Chhattisgarh,Bastar,-0.057499999999999926
94,2005,Chhattisgarh,Bastar,0.014499999999999957
95,2006,Chhattisgarh,Bastar,0.4135
96,2007,Chhattisgarh,Bastar,0.8419999999999999
97,2008,Chhattisgarh,Bastar,0.7825
98,2009,Chhattisgarh,Bastar,0.8554999999999998
99,2010,Chhattisgarh,Bastar,0.743
100,2011,Chhattisgarh,Bastar,1.9970000000000003
101,2012,Chhattisgarh,Bastar,2.0694999999999997
102,2013,Chhattisgarh,Bastar,2.293
103,2014,Chhattisgarh,Bastar,2.3645
104,2015,Chhattisgarh,Bastar,2.4970000000000003
105,2016,Chhattisgarh,Bastar,2.4959999999999996
106,2017,Chhattisgarh,Bastar,2.57315
107,2018,Chhattisgarh,Bastar,3.1003
108,2019,Chhattisgarh,Bastar,3.0905
109,2020,Chhattisgarh,Bastar,3.2636499999999997
110,1966,Chhattisgarh,Raipur,9.285499999999999
111,1967,Chhattisgarh,Raipur,9.245000000000001
112,1968,Chhattisgarh,Raipur,10.375499999999999
113,1969,Chhattisgarh,Raipur,10.635499999999999
114,1970,Chhattisgarh,Raipur,10.261
115,1971,Chhattisgarh,Raipur,10.931499999999998
116,1972,Chhattisgarh,Raipur,10.986999999999998
117,1973,Chhattisgarh,Raipur,10.187000000000001
118,1974,Chhattisgarh,Raipur,8.7715
119,1975,Chhattisgarh,Raipur,10.137
120,1976,Chhattisgarh,Raipur,11.816999999999998
121,1977,Chhattisgarh,Raipur,13.0415
122,1978,Chhattisgarh,Raipur,14.157000000000002
123,1979,Chhattisgarh,Raipur,14.473000000000003
124,1980,Chhattisgarh,Raipur,14.402000000000005
125,1981,Chhattisgarh,Raipur,14.972
126,1982,Chhattisgarh,Raipur,16.622000000000003
127,1983,Chhattisgarh,Raipur,16.097
128,1984,Chhattisgarh,Raipur,17.244
129,1985,Chhattisgarh,Raipur,16.299
130,1986,Chhattisgarh,Raipur,18.878500000000003
131,1987,Chhattisgarh,Raipur,18.979
132,1988,Chhattisgarh,Raipur,17.4005
133,1989,Chhattisgarh,Raipur,18.833000000000002
134,1990,Chhattisgarh,Raipur,17.566499999999998
135,1991,Chhattisgarh,Raipur,18.575
136,1992,Chhattisgarh,Raipur,19.469500000000004
137,1993,Chhattisgarh,Raipur,20.1575
138,1994,Chhattisgarh,Raipur,20.448
139,1995,Chhattisgarh,Raipur,21.291999999999998
140,1996,Chhattisgarh,Raipur,19.677500000000002
141,1997,Chhattisgarh,Raipur,21.183
142,1998,Chhattisgarh,Raipur,20.53
143,1999,Chhattisgarh,Raipur,23.235999999999997
144,2000,Chhattisgarh,Raipur,17.432
145,2001,Chhattisgarh,Raipur,21.279999999999998
146,2002,Chhattisgarh,Raipur,19.297
147,2003,Chhattisgarh,Raipur,20.0475
148,2004,Chhattisgarh,Raipur,21.971999999999998
149,2005,Chhattisgarh,Raipur,23.0675
150,2006,Chhattisgarh,Raipur,24.5635
151,2007,Chhattisgarh,Raipur,25.928500000000003
152,2008,Chhattisgarh,Raipur,24.4225
153,2009,Chhattisgarh,Raipur,25.7375
154,2010,Chhattisgarh,Raipur,26.785999999999994
155,2011,Chhattisgarh,Raipur,27.531
156,2012,Chhattisgarh,Raipur,29.883
157,2013,Chhattisgarh,Raipur,30.344499999999993
158,2014,Chhattisgarh,Raipur,30.929500000000008
159,2015,Chhattisgarh,Raipur,29.21165000000001
160,2016,Chhattisgarh,Raipur,30.9443
161,2017,Chhattisgarh,Raipur,29.6389
162,2018,Chhattisgarh,Raipur,31.844500000000004
163,2019,Chhattisgarh,Raipur,32.0764
164,2020,Chhattisgarh,Raipur,32.4051
165,1966,Chhattisgarh,Bilaspur,7.460000000000001
166,1967,Chhattisgarh,Bilaspur,5.264999999999999
167,1968,Chhattisgarh,Bilaspur,6.994999999999999
168,1969,Chhattisgarh,Bilaspur,6.63
169,1970,Chhattisgarh,Bilaspur,5.115
170,1971,Chhattisgarh,Bilaspur,5.84
171,1972,Chhattisgarh,Bilaspur,6.2455
172,1973,Chhattisgarh,Bilaspur,5.54
173,1974,Chhattisgarh,Bilaspur,6.8
174,1975,Chhattisgarh,Bilaspur,6.8905
175,1976,Chhattisgarh,Bilaspur,8.495499999999998
176,1977,Chhattisgarh,Bilaspur,8.350499999999998
177,1978,Chhattisgarh,Bilaspur,8.165499999999998
178,1979,Chhattisgarh,Bilaspur,6.1754999999999995
179,1980,Chhattisgarh,Bilaspur,7.7399999999999975
180,1981,Chhattisgarh,Bilaspur,7.735499999999999
181,1982,Chhattisgarh,Bilaspur,7.995
182,1983,Chhattisgarh,Bilaspur,7.774999999999999
183,1984,Chhattisgarh,Bilaspur,9.430000000000001
184,1985,Chhattisgarh,Bilaspur,8.305499999999999
185,1986,Chhattisgarh,Bilaspur,10.38
186,1987,Chhattisgarh,Bilaspur,10.7
187,1988,Chhattisgarh,Bilaspur,11.276
188,1989,Chhattisgarh,Bilaspur,11.270999999999999
189,1990,Chhattisgarh,Bilaspur,10.673
190,1991,Chhattisgarh,Bilaspur,12.214500000000001
191,1992,Chhattisgarh,Bilaspur,12.722999999999999
192,1993,Chhattisgarh,Bilaspur,11.841000000000001
193,1994,Chhattisgarh,Bilaspur,13.0545
194,1995,Chhattisgarh,Bilaspur,12.7175
195,1996,Chhattisgarh,Bilaspur,14.663999999999998
196,1997,Chhattisgarh,Bilaspur,13.303
197,1998,Chhattisgarh,Bilaspur,14.426400000000001
198,1999,Chhattisgarh,Bilaspur,15.202700000000002
199,2000,Chhattisgarh,Bilaspur,12.8175
200,2001,Chhattisgarh,Bilaspur,14.001349999999999
201,2002,Chhattisgarh,Bilaspur,13.870999999999999
202,2003,Chhattisgarh,Bilaspur,13.815849999999998
203,2004,Chhattisgarh,Bilaspur,15.664499999999999
204,2005,Chhattisgarh,Bilaspur,16.593600000000002
205,2006,Chhattisgarh,Bilaspur,18.610999999999997
206,2007,Chhattisgarh,Bilaspur,17.76085
207,2008,Chhattisgarh,Bilaspur,19.85445
208,2009,Chhattisgarh,Bilaspur,19.166549999999997
209,2010,Chhattisgarh,Bilaspur,19.17445
210,2011,Chhattisgarh,Bilaspur,22.502
211,2012,Chhattisgarh,Bilaspur,22.675499999999992
212,2013,Chhattisgarh,Bilaspur,21.643349999999998
213,2014,Chhattisgarh,Bilaspur,21.8433
214,2015,Chhattisgarh,Bilaspur,22.013399999999997
215,2016,Chhattisgarh,Bilaspur,22.4846
216,2017,Chhattisgarh,Bilaspur,24.19195
217,2018,Chhattisgarh,Bilaspur,25.475699999999996
218,2019,Chhattisgarh,Bilaspur,25.512300000000003
219,2020,Chhattisgarh,Bilaspur,26.610599999999994
220,1966,Chhattisgarh,Raigarh,0.64
221,1967,Chhattisgarh,Raigarh,0.38
222,1968,Chhattisgarh,Raigarh,0.6399999999999999
223,1969,Chhattisgarh,Raigarh,0.851
224,1970,Chhattisgarh,Raigarh,0.61
225,1971,Chhattisgarh,Raigarh,0.76
226,1972,Chhattisgarh,Raigarh,0.875
227,1973,Chhattisgarh,Raigarh,0.67
228,1974,Chhattisgarh,Raigarh,1.0699999999999998
229,1975,Chhattisgarh,Raigarh,0.8150000000000001
230,1976,Chhattisgarh,Raigarh,1.135
231,1977,Chhattisgarh,Raigarh,0.9455
232,1978,Chhattisgarh,Raigarh,0.915
233,1979,Chhattisgarh,Raigarh,1.1505000000000003
234,1980,Chhattisgarh,Raigarh,1.0255
235,1981,Chhattisgarh,Raigarh,1.0255
236,1982,Chhattisgarh,Raigarh,1.6004999999999998
237,1983,Chhattisgarh,Raigarh,1.1155000000000002
238,1984,Chhattisgarh,Raigarh,1.6655000000000002
239,1985,Chhattisgarh,Raigarh,1.196
240,1986,Chhattisgarh,Raigarh,1.6715
241,1987,Chhattisgarh,Raigarh,1.8060000000000003
242,1988,Chhattisgarh,Raigarh,2.251
243,1989,Chhattisgarh,Raigarh,1.7564999999999997
244,1990,Chhattisgarh,Raigarh,0.48049999999999987
245,1991,Chhattisgarh,Raigarh,1.0059999999999998
246,1992,Chhattisgarh,Raigarh,1.1755
247,1993,Chhattisgarh,Raigarh,0.8775000000000002
248,1994,Chhattisgarh,Raigarh,0.998
249,1995,Chhattisgarh,Raigarh,1.1139999999999999
250,1996,Chhattisgarh,Raigarh,1.2614999999999996
251,1997,Chhattisgarh,Raigarh,1.2630000000000001
252,1998,Chhattisgarh,Raigarh,1.9835
253,1999,Chhattisgarh,Raigarh,2.3520000000000003
254,2000,Chhattisgarh,Raigarh,2.5524999999999998
255,2001,Chhattisgarh,Raigarh,2.6594999999999995
256,2002,Chhattisgarh,Raigarh,2.8645000000000005
257,2003,Chhattisgarh,Raigarh,3.2215
258,2004,Chhattisgarh,Raigarh,3.2260000000000004
259,2005,Chhattisgarh,Raigarh,3.2889999999999993
260,2006,Chhattisgarh,Raigarh,3.3984999999999994
261,2007,Chhattisgarh,Raigarh,3.2890000000000006
262,2008,Chhattisgarh,Raigarh,2.903
263,2009,Chhattisgarh,Raigarh,3.7504999999999997
264,2010,Chhattisgarh,Raigarh,3.2165
265,2011,Chhattisgarh,Raigarh,3.7905000000000006
266,2012,Chhattisgarh,Raigarh,3.7540000000000004
267,2013,Chhattisgarh,Raigarh,3.782000000000001
268,2014,Chhattisgarh,Raigarh,3.888000000000001
269,2015,Chhattisgarh,Raigarh,3.9095000000000004
270,2016,Chhattisgarh,Raigarh,4.1065000000000005
271,2017,Chhattisgarh,Raigarh,3.4973
272,2018,Chhattisgarh,Raigarh,3.7992499999999985
273,2019,Chhattisgarh,Raigarh,3.8239000000000005
274,2020,Chhattisgarh,Raigarh,3.4846000000000004
275,1966,Chhattisgarh,Surguja,0.16499999999999998
276,1967,Chhattisgarh,Surguja,0.185
277,1968,Chhattisgarh,Surguja,0.20999999999999996
278,1969,Chhattisgarh,Surguja,0.22999999999999998
279,1970,Chhattisgarh,Surguja,0.305
280,1971,Chhattisgarh,Surguja,0.33
281,1972,Chhattisgarh,Surguja,0.41999999999999993
282,1973,Chhattisgarh,Surguja,0.5205
283,1974,Chhattisgarh,Surguja,0.5799999999999998
284,1975,Chhattisgarh,Surguja,0.615
285,1976,Chhattisgarh,Surguja,0.6499999999999999
286,1977,Chhattisgarh,Surguja,0.705
287,1978,Chhattisgarh,Surguja,0.695
288,1979,Chhattisgarh,Surguja,0.61
289,1980,Chhattisgarh,Surguja,0.6799999999999999
290,1981,Chhattisgarh,Surguja,0.6704999999999999
291,1982,Chhattisgarh,Surguja,0.7449999999999999
292,1983,Chhattisgarh,Surguja,0.8499999999999999
293,1984,Chhattisgarh,Surguja,0.985
294,1985,Chhattisgarh,Surguja,1.0699999999999998
295,1986,Chhattisgarh,Surguja,1.1300000000000001
296,1987,Chhattisgarh,Surguja,1.1350000000000002
297,1988,Chhattisgarh,Surguja,1.1099999999999999
298,1989,Chhattisgarh,Surguja,1.1600000000000004
299,1990,Chhattisgarh,Surguja,-0.13300000000000006
300,1991,Chhattisgarh,Surguja,-0.12500000000000006
301,1992,Chhattisgarh,Surguja,-0.162
302,1993,Chhattisgarh,Surguja,-0.023499999999999945
303,1994,Chhattisgarh,Surguja,0.06900000000000003
304,1995,Chhattisgarh,Surguja,0.11200000000000002
305,1996,Chhattisgarh,Surguja,0.12800000000000003
306,1997,Chhattisgarh,Surguja,0.13649999999999993
307,1998,Chhattisgarh,Surguja,0.6519999999999999
308,1999,Chhattisgarh,Surguja,0.5435000000000001
309,2000,Chhattisgarh,Surguja,0.6365000000000001
310,2001,Chhattisgarh,Surguja,0.7865000000000002
311,2002,Chhattisgarh,Surguja,0.8379999999999999
312,2003,Chhattisgarh,Surguja,0.99
313,2004,Chhattisgarh,Surguja,1.0045000000000002
314,2005,Chhattisgarh,Surguja,1.1085
315,2006,Chhattisgarh,Surguja,0.8059999999999998
316,2007,Chhattisgarh,Surguja,0.7224999999999999
317,2008,Chhattisgarh,Surguja,0.772
318,2009,Chhattisgarh,Surguja,1.211
319,2010,Chhattisgarh,Surguja,1.249
320,2011,Chhattisgarh,Surguja,2.6885
321,2012,Chhattisgarh,Surguja,2.817
322,2013,Chhattisgarh,Surguja,3.0195
323,2014,Chhattisgarh,Surguja,3.0705
324,2015,Chhattisgarh,Surguja,2.8209999999999993
325,2016,Chhattisgarh,Surguja,2.7745
326,2017,Chhattisgarh,Surguja,2.8495500000000007
327,2018,Chhattisgarh,Surguja,2.88785
328,2019,Chhattisgarh,Surguja,2.9689999999999994
329,2020,Chhattisgarh,Surguja,2.74275
330,1966,Madhya Pradesh,Jabalpur,0.5719999999999998
331,1967,Madhya Pradesh,Jabalpur,0.6295
332,1968,Madhya Pradesh,Jabalpur,0.843
333,1969,Madhya Pradesh,Jabalpur,1.0625
334,1970,Madhya Pradesh,Jabalpur,1.1315
335,1971,Madhya Pradesh,Jabalpur,1.427
336,1972,Madhya Pradesh,Jabalpur,1.342
337,1973,Madhya Pradesh,Jabalpur,1.2184999999999997
338,1974,Madhya Pradesh,Jabalpur,1.3405
339,1975,Madhya Pradesh,Jabalpur,1.7690000000000001
340,1976,Madhya Pradesh,Jabalpur,1.7009999999999998
341,1977,Madhya Pradesh,Jabalpur,1.4705000000000001
342,1978,Madhya Pradesh,Jabalpur,1.6425
343,1979,Madhya Pradesh,Jabalpur,1.0535
344,1980,Madhya Pradesh,Jabalpur,1.8255000000000006
345,1981,Madhya Pradesh,Jabalpur,1.4769999999999999
346,1982,Madhya Pradesh,Jabalpur,1.8540000000000003
347,1983,Madhya Pradesh,Jabalpur,1.95
348,1984,Madhya Pradesh,Jabalpur,2.175
349,1985,Madhya Pradesh,Jabalpur,2.43
350,1986,Madhya Pradesh,Jabalpur,2.1580000000000004
351,1987,Madhya Pradesh,Jabalpur,2.8075000000000006
352,1988,Madhya Pradesh,Jabalpur,3.1995000000000005
353,1989,Madhya Pradesh,Jabalpur,3.5625
354,1990,Madhya Pradesh,Jabalpur,3.553
355,1991,Madhya Pradesh,Jabalpur,4.6265
356,1992,Madhya Pradesh,Jabalpur,5.525499999999999
357,1993,Madhya Pradesh,Jabalpur,6.4430000000000005
358,1994,Madhya Pradesh,Jabalpur,7.421000000000001
359,1995,Madhya Pradesh,Jabalpur,7.669
360,1996,Madhya Pradesh,Jabalpur,7.7364999999999995
361,1997,Madhya Pradesh,Jabalpur,6.5615000000000006
362,1998,Madhya Pradesh,Jabalpur,8.947999999999999
363,1999,Madhya Pradesh,Jabalpur,9.2165
364,2000,Madhya Pradesh,Jabalpur,9.435
365,2001,Madhya Pradesh,Jabalpur,10.594
366,2002,Madhya Pradesh,Jabalpur,11.260000000000002
367,2003,Madhya Pradesh,Jabalpur,11.463000000000001
368,2004,Madhya Pradesh,Jabalpur,11.418500000000002
369,2005,Madhya Pradesh,Jabalpur,11.883999999999999
370,2006,Madhya Pradesh,Jabalpur,11.958500000000003
371,2007,Madhya Pradesh,Jabalpur,12.876499999999998
372,2008,Madhya Pradesh,Jabalpur,13.936999999999998
373,2009,Madhya Pradesh,Jabalpur,14.0285
374,2010,Madhya Pradesh,Jabalpur,15.181000000000001
375,2011,Madhya Pradesh,Jabalpur,17.837
376,2012,Madhya Pradesh,Jabalpur,19.0105
377,2013,Madhya Pradesh,Jabalpur,21.6725
378,2014,Madhya Pradesh,Jabalpur,23.276000000000003
379,2015,Madhya Pradesh,Jabalpur,22.358249999999995
380,2016,Madhya Pradesh,Jabalpur,25.502399999999998
381,2017,Madhya Pradesh,Jabalpur,29.348599999999998
382,2018,Madhya Pradesh,Jabalpur,31.083499999999994
383,2019,Madhya Pradesh,Jabalpur,36.00484999999999
384,2020,Madhya Pradesh,Jabalpur,49.81499999999999
385,1966,Madhya Pradesh,Balaghat,4.65
386,1967,Madhya Pradesh,Balaghat,4.714999999999999
387,1968,Madhya Pradesh,Balaghat,5.086
388,1969,Madhya Pradesh,Balaghat,5.1209999999999996
389,1970,Madhya Pradesh,Balaghat,5.241
390,1971,Madhya Pradesh,Balaghat,5.311
391,1972,Madhya Pradesh,Balaghat,5.135999999999999
392,1973,Madhya Pradesh,Balaghat,5.1465
393,1974,Madhya Pradesh,Balaghat,5.491999999999999
394,1975,Madhya Pradesh,Balaghat,5.822
395,1976,Madhya Pradesh,Balaghat,5.7715
396,1977,Madhya Pradesh,Balaghat,5.9865
397,1978,Madhya Pradesh,Balaghat,6.1964999999999995
398,1979,Madhya Pradesh,Balaghat,5.6209999999999996
399,1980,Madhya Pradesh,Balaghat,5.8565000000000005
400,1981,Madhya Pradesh,Balaghat,6.006500000000001
401,1982,Madhya Pradesh,Balaghat,6.031
402,1983,Madhya Pradesh,Balaghat,6.157499999999999
403,1984,Madhya Pradesh,Balaghat,6.087999999999999
404,1985,Madhya Pradesh,Balaghat,6.373
405,1986,Madhya Pradesh,Balaghat,6.583
406,1987,Madhya Pradesh,Balaghat,5.938000000000001
407,1988,Madhya Pradesh,Balaghat,6.653500000000001
408,1989,Madhya Pradesh,Balaghat,6.558
409,1990,Madhya Pradesh,Balaghat,6.599500000000001
410,1991,Madhya Pradesh,Balaghat,6.341
411,1992,Madhya Pradesh,Balaghat,6.529000000000001
412,1993,Madhya Pradesh,Balaghat,6.770999999999999
413,1994,Madhya Pradesh,Balaghat,6.985000000000001
414,1995,Madhya Pradesh,Balaghat,7.003950000000001
415,1996,Madhya Pradesh,Balaghat,6.6596
416,1997,Madhya Pradesh,Balaghat,6.694700000000002
417,1998,Madhya Pradesh,Balaghat,6.489450000000001
418,1999,Madhya Pradesh,Balaghat,7.217549999999998
419,2000,Madhya Pradesh,Balaghat,6.801400000000001
420,2001,Madhya Pradesh,Balaghat,7.116399999999999
421,2002,Madhya Pradesh,Balaghat,6.97225
422,2003,Madhya Pradesh,Balaghat,7.117099999999998
423,2004,Madhya Pradesh,Balaghat,5.98765
424,2005,Madhya Pradesh,Balaghat,7.07385
425,2006,Madhya Pradesh,Balaghat,7.067
426,2007,Madhya Pradesh,Balaghat,7.1239500000000024
427,2008,Madhya Pradesh,Balaghat,7.273550000000003
428,2009,Madhya Pradesh,Balaghat,7.246999999999998
429,2010,Madhya Pradesh,Balaghat,7.407349999999999
430,2011,Madhya Pradesh,Balaghat,7.914700000000001
431,2012,Madhya Pradesh,Balaghat,8.240400000000001
432,2013,Madhya Pradesh,Balaghat,8.15535
433,2014,Madhya Pradesh,Balaghat,8.37855
434,2015,Madhya Pradesh,Balaghat,8.682199999999998
435,2016,Madhya Pradesh,Balaghat,8.908600000000002
436,2017,Madhya Pradesh,Balaghat,8.662700000000001
437,2018,Madhya Pradesh,Balaghat,8.797450000000001
438,2019,Madhya Pradesh,Balaghat,14.323100000000002
439,2020,Madhya Pradesh,Balaghat,17.5628
440,1966,Madhya Pradesh,Chhindwara,0.7505
441,1967,Madhya Pradesh,Chhindwara,0.806
442,1968,Madhya Pradesh,Chhindwara,1.0005000000000002
443,1969,Madhya Pradesh,Chhindwara,1.135
444,1970,Madhya Pradesh,Chhindwara,1.335
445,1971,Madhya Pradesh,Chhindwara,1.5155
446,1972,Madhya Pradesh,Chhindwara,1.541
447,1973,Madhya Pradesh,Chhindwara,1.595
448,1974,Madhya Pradesh,Chhindwara,1.6404999999999998
449,1975,Madhya Pradesh,Chhindwara,1.8705000000000003
450,1976,Madhya Pradesh,Chhindwara,1.8969999999999998
451,1977,Madhya Pradesh,Chhindwara,2.015
452,1978,Madhya Pradesh,Chhindwara,2.34
453,1979,Madhya Pradesh,Chhindwara,2.47
454,1980,Madhya Pradesh,Chhindwara,2.4955
455,1981,Madhya Pradesh,Chhindwara,2.6900000000000004
456,1982,Madhya Pradesh,Chhindwara,2.6750000000000003
457,1983,Madhya Pradesh,Chhindwara,3.05
458,1984,Madhya Pradesh,Chhindwara,3.349999999999999
459,1985,Madhya Pradesh,Chhindwara,3.5150000000000006
460,1986,Madhya Pradesh,Chhindwara,3.4549999999999996
461,1987,Madhya Pradesh,Chhindwara,3.210000000000001
462,1988,Madhya Pradesh,Chhindwara,3.4800000000000004
463,1989,Madhya Pradesh,Chhindwara,3.3849999999999993
464,1990,Madhya Pradesh,Chhindwara,3.7949999999999995
465,1991,Madhya Pradesh,Chhindwara,3.531999999999999
466,1992,Madhya Pradesh,Chhindwara,3.7405
467,1993,Madhya Pradesh,Chhindwara,4.812
468,1994,Madhya Pradesh,Chhindwara,5.862
469,1995,Madhya Pradesh,Chhindwara,5.910650000000001
470,1996,Madhya Pradesh,Chhindwara,6.00745
471,1997,Madhya Pradesh,Chhindwara,6.00785
472,1998,Madhya Pradesh,Chhindwara,6.92565
473,1999,Madhya Pradesh,Chhindwara,7.555749999999999
474,2000,Madhya Pradesh,Chhindwara,5.1112
475,2001,Madhya Pradesh,Chhindwara,4.727499999999999
476,2002,Madhya Pradesh,Chhindwara,5.638050000000001
477,2003,Madhya Pradesh,Chhindwara,6.78355
478,2004,Madhya Pradesh,Chhindwara,6.801550000000001
479,2005,Madhya Pradesh,Chhindwara,7.34295
480,2006,Madhya Pradesh,Chhindwara,8.20065
481,2007,Madhya Pradesh,Chhindwara,8.4879
482,2008,Madhya Pradesh,Chhindwara,7.1973
483,2009,Madhya Pradesh,Chhindwara,8.6818
484,2010,Madhya Pradesh,Chhindwara,9.347500000000002
485,2011,Madhya Pradesh,Chhindwara,10.344200000000003
486,2012,Madhya Pradesh,Chhindwara,11.112
487,2013,Madhya Pradesh,Chhindwara,11.94925
488,2014,Madhya Pradesh,Chhindwara,12.20375
489,2015,Madhya Pradesh,Chhindwara,12.175749999999999
490,2016,Madhya Pradesh,Chhindwara,11.944749999999999
491,2017,Madhya Pradesh,Chhindwara,13.269049999999996
492,2018,Madhya Pradesh,Chhindwara,12.34655
493,2019,Madhya Pradesh,Chhindwara,15.939449999999994
494,2020,Madhya Pradesh,Chhindwara,21.647649999999995
495,1966,Madhya Pradesh,Narsinghpur,0.26999999999999996
496,1967,Madhya Pradesh,Narsinghpur,0.2904999999999999
497,1968,Madhya Pradesh,Narsinghpur,0.38
498,1969,Madhya Pradesh,Narsinghpur,0.45499999999999996
499,1970,Madhya Pradesh,Narsinghpur,0.54
500,1971,Madhya Pradesh,Narsinghpur,0.7150000000000001
501,1972,Madhya Pradesh,Narsinghpur,0.7300000000000001
502,1973,Madhya Pradesh,Narsinghpur,0.7950000000000002
503,1974,Madhya Pradesh,Narsinghpur,0.885
504,1975,Madhya Pradesh,Narsinghpur,0.9649999999999999
505,1976,Madhya Pradesh,Narsinghpur,0.9549999999999998
506,1977,Madhya Pradesh,Narsinghpur,1.03
507,1978,Madhya Pradesh,Narsinghpur,1.125
508,1979,Madhya Pradesh,Narsinghpur,1.3664999999999998
509,1980,Madhya Pradesh,Narsinghpur,1.3824999999999998
510,1981,Madhya Pradesh,Narsinghpur,1.2314999999999998
511,1982,Madhya Pradesh,Narsinghpur,1.3775000000000002
512,1983,Madhya Pradesh,Narsinghpur,1.5545000000000002
513,1984,Madhya Pradesh,Narsinghpur,1.7950000000000004
514,1985,Madhya Pradesh,Narsinghpur,2.0945
515,1986,Madhya Pradesh,Narsinghpur,2.6639999999999997
516,1987,Madhya Pradesh,Narsinghpur,2.9404999999999997
