,Year,State Name,Dist Name,Total_Area_ha,Total_Yield_t_per_ha
1993,1983,Madhya Pradesh,Vidisha,594129.9999999999,0.7735680743271676
1994,1984,Madhya Pradesh,Vidisha,617130.0000000003,0.7165427057508138
1995,1985,Madhya Pradesh,Vidisha,629290.0,0.8283939042412881
1996,1986,Madhya Pradesh,Vidisha,610109.9999999998,0.7383914376096118
1997,1987,Madhya Pradesh,Vidisha,647150.0000000003,0.9112261454067829
1998,1988,Madhya Pradesh,Vidisha,662339.9999999998,0.7709031615182538
1999,1989,Madhya Pradesh,Vidisha,692459.9999999999,0.7285619385957313
2000,1990,Madhya Pradesh,Vidisha,628510.0,0.8483556347552146
2001,1991,Madhya Pradesh,Vidisha,616120.0,0.8279069012530026
2002,1992,Madhya Pradesh,Vidisha,659620.0,0.8553712743700919
2003,1993,Madhya Pradesh,Vidisha,671340.0,1.0369112521226205
2004,1994,Madhya Pradesh,Vidisha,585430.0000000001,0.9533334472097432
2005,1995,Madhya Pradesh,Vidisha,676439.9999999999,1.0230027792561058
2006,1996,Madhya Pradesh,Vidisha,688489.9999999999,1.0952955017502075
2007,1997,Madhya Pradesh,Vidisha,735770.0,1.0499204914579285
2008,1998,Madhya Pradesh,Vidisha,691470.0,1.08652580733799
2009,1999,Madhya Pradesh,Vidisha,748040.0,1.1674509384524892
2010,2000,Madhya Pradesh,Vidisha,748050.0000000001,1.0330860236615198
2011,2001,Madhya Pradesh,Vidisha,798890.0000000001,1.0341849315925842
2012,2002,Madhya Pradesh,Vidisha,768540.0,0.8815416243786921
2013,2003,Madhya Pradesh,Vidisha,808830.0000000001,1.023948172050987
2014,2004,Madhya Pradesh,Vidisha,821740.0,1.1153284493878843
2015,2005,Madhya Pradesh,Vidisha,792190.0,1.12524773097363
2016,2006,Madhya Pradesh,Vidisha,832899.9999999998,1.1377836474966982
2017,2007,Madhya Pradesh,Vidisha,914590.0000000002,0.8661367388665957
2018,2008,Madhya Pradesh,Vidisha,890869.9999999999,1.1208818346111107
2019,2009,Madhya Pradesh,Vidisha,988569.9999999999,1.245233013342505
2020,2010,Madhya Pradesh,Vidisha,1044439.9999999999,1.3024395848492976
2021,2011,Madhya Pradesh,Vidisha,1024520.0,1.1892007964705424
2022,2012,Madhya Pradesh,Vidisha,739279.9999999999,1.3404258197164813
2023,2013,Madhya Pradesh,Vidisha,1158650.0,1.0719889526604238
2024,2014,Madhya Pradesh,Vidisha,1145230.0,1.4737214358687774
2025,2015,Madhya Pradesh,Vidisha,1273650.0,1.1430377262199192
2026,2016,Madhya Pradesh,Vidisha,954249.9999999999,1.4629394812680117
2027,2017,Madhya Pradesh,Vidisha,1052169.9999999998,2.022905043861734
2028,1966,Madhya Pradesh,Betul,449100.00000000006,0.2674237363616121
2029,1967,Madhya Pradesh,Betul,454480.00000000006,0.5337968667488118
2030,1968,Madhya Pradesh,Betul,448130.0,0.38113940151295383
2031,1969,Madhya Pradesh,Betul,455570.00000000006,0.5371293105340562
2032,1970,Madhya Pradesh,Betul,445589.9999999999,0.5377140420565993
2033,1971,Madhya Pradesh,Betul,465729.99999999994,0.6596096450733259
2034,1972,Madhya Pradesh,Betul,453880.0,0.3745483387679563
2035,1973,Madhya Pradesh,Betul,436560.0000000001,0.4959226681326735
2036,1974,Madhya Pradesh,Betul,440850.0,0.5840988998525576
2037,1975,Madhya Pradesh,Betul,448180.0000000001,0.5370610022758713
2038,1976,Madhya Pradesh,Betul,443489.99999999994,0.4060970935083092
2039,1977,Madhya Pradesh,Betul,464380.0,0.48580903570351874
2040,1978,Madhya Pradesh,Betul,425650.00000000006,0.361564665805239
2041,1979,Madhya Pradesh,Betul,442729.9999999999,0.5651299889323065
2042,1980,Madhya Pradesh,Betul,433440.0,0.6065430047988188
2043,1981,Madhya Pradesh,Betul,445430.00000000006,0.6299530790472128
2044,1982,Madhya Pradesh,Betul,533489.9999999999,0.6856735833848808
2045,1983,Madhya Pradesh,Betul,510340.0000000001,0.690128149860877
2046,1984,Madhya Pradesh,Betul,548999.9999999999,0.7899817850637526
2047,1985,Madhya Pradesh,Betul,551350.0,0.6948399383331821
2048,1986,Madhya Pradesh,Betul,517490.0,0.48252140137973687
2049,1987,Madhya Pradesh,Betul,570800.0,0.655395935529082
2050,1988,Madhya Pradesh,Betul,599840.0000000002,0.7260269405174712
2051,1989,Madhya Pradesh,Betul,602640.0000000001,0.9191225275454664
2052,1990,Madhya Pradesh,Betul,631049.9999999999,0.8734490135488473
2053,1991,Madhya Pradesh,Betul,614710.0,0.6843552244147648
2054,1992,Madhya Pradesh,Betul,640439.9999999999,0.8358316157641621
2055,1993,Madhya Pradesh,Betul,673080.0000000001,0.9592619005170262
2056,1994,Madhya Pradesh,Betul,695040.0,0.7706750690607737
2057,1995,Madhya Pradesh,Betul,714009.9999999999,0.9090909090909093
2058,1996,Madhya Pradesh,Betul,708379.9999999999,0.9925463734153989
2059,1997,Madhya Pradesh,Betul,746670.0000000002,0.6607604430337364
2060,1998,Madhya Pradesh,Betul,719210.0000000001,0.6654523713518998
2061,1999,Madhya Pradesh,Betul,724509.9999999999,0.814039833818719
2062,2000,Madhya Pradesh,Betul,619129.9999999999,0.7112884208486102
2063,2001,Madhya Pradesh,Betul,692260.0,0.9342010227371219
2064,2002,Madhya Pradesh,Betul,710410.0,0.7992567672189301
2065,2003,Madhya Pradesh,Betul,723190.0000000001,1.0566102960494477
2066,2004,Madhya Pradesh,Betul,732009.9999999999,0.8276253056652233
2067,2005,Madhya Pradesh,Betul,791209.9999999999,1.0692610052956866
2068,2006,Madhya Pradesh,Betul,791980.0,0.9839389883582919
2069,2007,Madhya Pradesh,Betul,809189.9999999999,1.0301659684375735
2070,2008,Madhya Pradesh,Betul,818140.0,1.0923925000611143
2071,2009,Madhya Pradesh,Betul,884410.0,1.3699189290035165
2072,2010,Madhya Pradesh,Betul,900750.0000000001,1.1525173466555645
2073,2011,Madhya Pradesh,Betul,801980.0000000002,1.375832315020324
2074,2012,Madhya Pradesh,Betul,593289.9999999999,1.9604914965699742
2075,2013,Madhya Pradesh,Betul,875650.0000000002,0.921121452635185
2076,2014,Madhya Pradesh,Betul,809750.0,1.870923124421118
2077,2015,Madhya Pradesh,Betul,928390.0000000001,1.0595547129977703
2078,2016,Madhya Pradesh,Betul,683660.0,1.7297779598045808
2079,2017,Madhya Pradesh,Betul,605469.9999999998,1.874147356599006
2080,1966,Madhya Pradesh,Rajgarh,568050.0,0.5045330516679869
2081,1967,Madhya Pradesh,Rajgarh,579270.0,0.5572530944119324
2082,1968,Madhya Pradesh,Rajgarh,586089.9999999999,0.46682250166356704
2083,1969,Madhya Pradesh,Rajgarh,594680.0000000001,0.49673774130624876
2084,1970,Madhya Pradesh,Rajgarh,583140.0000000001,0.48153102171005235
2085,1971,Madhya Pradesh,Rajgarh,575440.0,0.4805018768246907
2086,1972,Madhya Pradesh,Rajgarh,590310.0,0.5695312632345718
2087,1973,Madhya Pradesh,Rajgarh,585730.0000000001,0.4029160193263106
2088,1974,Madhya Pradesh,Rajgarh,604560.0000000001,0.7550946142649198
2089,1975,Madhya Pradesh,Rajgarh,593680.0000000002,0.5713515698692895
2090,1976,Madhya Pradesh,Rajgarh,607150.0000000001,0.5972165033352549
2091,1977,Madhya Pradesh,Rajgarh,596589.9999999999,0.6007475820915539
2092,1978,Madhya Pradesh,Rajgarh,584579.9999999999,0.6202743850285677
2093,1979,Madhya Pradesh,Rajgarh,627089.9999999997,0.3213254875695676
2094,1980,Madhya Pradesh,Rajgarh,620670.0000000001,0.5618122351652246
2095,1981,Madhya Pradesh,Rajgarh,592690.0000000001,0.6414820563869814
2096,1982,Madhya Pradesh,Rajgarh,655170.0000000002,0.5313124837828349
2097,1983,Madhya Pradesh,Rajgarh,624579.9999999998,0.7404976143968751
2098,1984,Madhya Pradesh,Rajgarh,647860.0000000001,0.48621615781187283
2099,1985,Madhya Pradesh,Rajgarh,672320.0000000002,0.6819669205140407
2100,1986,Madhya Pradesh,Rajgarh,663079.9999999999,0.4551487000060325
2101,1987,Madhya Pradesh,Rajgarh,703639.9999999999,0.7947245750667955
2102,1988,Madhya Pradesh,Rajgarh,708509.9999999999,0.7044360700625257
2103,1989,Madhya Pradesh,Rajgarh,687680.0000000001,0.40803862261516977
2104,1990,Madhya Pradesh,Rajgarh,702020.0,0.7729124526366771
2105,1991,Madhya Pradesh,Rajgarh,694469.9999999999,0.49262027157400606
2106,1992,Madhya Pradesh,Rajgarh,698050.0,0.6874722441085881
2107,1993,Madhya Pradesh,Rajgarh,730930.0000000002,0.8958450193588986
2108,1994,Madhya Pradesh,Rajgarh,747490.0000000001,0.7431136202491002
2109,1995,Madhya Pradesh,Rajgarh,812740.0,0.6266825799148559
2110,1996,Madhya Pradesh,Rajgarh,833580.0,0.6514431728208451
2111,1997,Madhya Pradesh,Rajgarh,863410.0000000001,1.0184616810090221
2112,1998,Madhya Pradesh,Rajgarh,866320.0,1.1702373256995107
2113,1999,Madhya Pradesh,Rajgarh,887250.0,1.0040011270780502
2114,2000,Madhya Pradesh,Rajgarh,785650.0,0.5045503723031883
2115,2001,Madhya Pradesh,Rajgarh,831810.0000000001,0.6339188035729312
2116,2002,Madhya Pradesh,Rajgarh,770540.0,0.4043917252835673
2117,2003,Madhya Pradesh,Rajgarh,873590.0000000001,1.147449032154672
2118,2004,Madhya Pradesh,Rajgarh,895690.0000000001,0.897676651520057
2119,2005,Madhya Pradesh,Rajgarh,851370.0,1.0541362744752576
2120,2006,Madhya Pradesh,Rajgarh,910920.0,0.8688688359021647
2121,2007,Madhya Pradesh,Rajgarh,930859.9999999999,0.949981737318179
2122,2008,Madhya Pradesh,Rajgarh,899129.9999999999,1.0221658714535165
2123,2009,Madhya Pradesh,Rajgarh,996750.0000000001,0.9626285427639829
2124,2010,Madhya Pradesh,Rajgarh,1017569.9999999998,0.991519010977132
2125,2011,Madhya Pradesh,Rajgarh,1024890.0000000001,1.03443296353755
2126,2012,Madhya Pradesh,Rajgarh,742019.9999999999,1.574984501765451
2127,2013,Madhya Pradesh,Rajgarh,1161480.0000000005,0.8201863140131554
2128,2014,Madhya Pradesh,Rajgarh,1057110.0,1.544853421119846
2129,2015,Madhya Pradesh,Rajgarh,1161060.0000000002,0.9340947065612456
2130,2016,Madhya Pradesh,Rajgarh,778950.0,1.7121252968739968
2131,2017,Madhya Pradesh,Rajgarh,807029.9999999999,1.6755634858679356
2132,1966,Madhya Pradesh,Shajapur,512110.0,0.5983089570600066
2133,1967,Madhya Pradesh,Shajapur,517739.9999999999,0.7669872909182216
2134,1968,Madhya Pradesh,Shajapur,532629.9999999999,0.616938587762612
2135,1969,Madhya Pradesh,Shajapur,537659.9999999999,0.6215824126771567
2136,1970,Madhya Pradesh,Shajapur,526680.0,0.6795397584871268
2137,1971,Madhya Pradesh,Shajapur,526920.0,0.845289607530555
2138,1972,Madhya Pradesh,Shajapur,532800.0,0.7515015015015013
2139,1973,Madhya Pradesh,Shajapur,540729.9999999999,0.4691805522164483
2140,1974,Madhya Pradesh,Shajapur,547720.0000000001,0.928759220039436
2141,1975,Madhya Pradesh,Shajapur,555579.9999999998,0.8648619460743731
2142,1976,Madhya Pradesh,Shajapur,557109.9999999999,0.9057457234657431
2143,1977,Madhya Pradesh,Shajapur,561130.0000000002,0.8436547680573128
2144,1978,Madhya Pradesh,Shajapur,530370.0,0.7839809944001358
2145,1979,Madhya Pradesh,Shajapur,602279.9999999999,0.6641429235571495
2146,1980,Madhya Pradesh,Shajapur,583479.9999999999,0.8308768081168165
2147,1981,Madhya Pradesh,Shajapur,606160.0000000001,0.890523954071532
2148,1982,Madhya Pradesh,Shajapur,714660.0000000001,0.7183835670108863
2149,1983,Madhya Pradesh,Shajapur,720410.0,0.8588165072666952
2150,1984,Madhya Pradesh,Shajapur,718280.0,0.744277997438325
2151,1985,Madhya Pradesh,Shajapur,769219.9999999998,0.7710407945711244
2152,1986,Madhya Pradesh,Shajapur,759370.0000000001,0.6282839722401464
2153,1987,Madhya Pradesh,Shajapur,788670.0,0.8567588471730887
2154,1988,Madhya Pradesh,Shajapur,819609.9999999999,0.9352008882273277
2155,1989,Madhya Pradesh,Shajapur,760940.0,0.8645885352327385
2156,1990,Madhya Pradesh,Shajapur,822519.9999999999,1.040825754996839
2157,1991,Madhya Pradesh,Shajapur,821160.0000000002,0.8665302742461882
2158,1992,Madhya Pradesh,Shajapur,825920.0,1.031564800464936
2159,1993,Madhya Pradesh,Shajapur,870790.0,1.2619460489899976
2160,1994,Madhya Pradesh,Shajapur,884580.0,1.091127992945805
2161,1995,Madhya Pradesh,Shajapur,951800.0000000001,1.017881907963858
2162,1996,Madhya Pradesh,Shajapur,978590.0,0.9099827302547544
2163,1997,Madhya Pradesh,Shajapur,1040890.0000000001,1.0956008800161399
2164,1998,Madhya Pradesh,Shajapur,1050330.0,1.2035265107156798
2165,1999,Madhya Pradesh,Shajapur,1070899.9999999998,1.2716406760668602
2166,2000,Madhya Pradesh,Shajapur,865780.0000000001,0.8444408510245096
2167,2001,Madhya Pradesh,Shajapur,906910.0000000001,0.7168296743888588
2168,2002,Madhya Pradesh,Shajapur,899770.0,0.6354957377996601
2169,2003,Madhya Pradesh,Shajapur,1004830.0,1.030423056636446
2170,2004,Madhya Pradesh,Shajapur,1033089.9999999999,0.935271854339893
2171,2005,Madhya Pradesh,Shajapur,991129.9999999998,0.9870652689354578
2172,2006,Madhya Pradesh,Shajapur,1043059.9999999998,0.9198895557302555
2173,2007,Madhya Pradesh,Shajapur,1081030.0,0.9066075872084955
2174,2008,Madhya Pradesh,Shajapur,1044320.0000000001,1.0075168530718552
2175,2009,Madhya Pradesh,Shajapur,1109620.0000000002,1.0071916511959047
2176,2010,Madhya Pradesh,Shajapur,1150150.0,1.134417249923923
2177,2011,Madhya Pradesh,Shajapur,1173530.0,1.0882891788024165
2178,2012,Madhya Pradesh,Shajapur,787360.0,1.19435836212152
2179,2013,Madhya Pradesh,Shajapur,1155310.0,1.1838294483731642
2180,2014,Madhya Pradesh,Shajapur,955319.9999999999,1.1440878449106058
2181,2015,Madhya Pradesh,Shajapur,1255960.0,1.0586404025605913
2182,2016,Madhya Pradesh,Shajapur,890270.0,1.5809810506924866
2183,2017,Madhya Pradesh,Shajapur,831449.9999999998,1.436815202357328
2184,1966,Madhya Pradesh,Hoshangabad,484619.99999999994,0.34748875407535806
2185,1967,Madhya Pradesh,Hoshangabad,505120.0,0.41712860310421285
2186,1968,Madhya Pradesh,Hoshangabad,499149.99999999994,0.4299308825002505
2187,1969,Madhya Pradesh,Hoshangabad,518440.00000000006,0.42859347272586995
2188,1970,Madhya Pradesh,Hoshangabad,522390.0,0.45157832270908704
2189,1971,Madhya Pradesh,Hoshangabad,529550.0000000001,0.5395146822774054
2190,1972,Madhya Pradesh,Hoshangabad,531379.9999999999,0.5402913169483232
2191,1973,Madhya Pradesh,Hoshangabad,535610.0,0.5115662515636377
2192,1974,Madhya Pradesh,Hoshangabad,532990.0,0.5369706748719488
2193,1975,Madhya Pradesh,Hoshangabad,530530.0,0.5221193900439184
2194,1976,Madhya Pradesh,Hoshangabad,528390.0000000001,0.42355078635099064
2195,1977,Madhya Pradesh,Hoshangabad,534620.0,0.539635629044929
2196,1978,Madhya Pradesh,Hoshangabad,524370.0,0.4847722028338769
2197,1979,Madhya Pradesh,Hoshangabad,544050.0,0.5016083080599212
2198,1980,Madhya Pradesh,Hoshangabad,556640.0,0.5793690715722909
2199,1981,Madhya Pradesh,Hoshangabad,570920.0000000001,0.5943039304981432
2200,1982,Madhya Pradesh,Hoshangabad,633810.0000000001,0.5788801060254649
2201,1983,Madhya Pradesh,Hoshangabad,669170.0000000001,0.7374807597471493
2202,1984,Madhya Pradesh,Hoshangabad,747120.0,0.7935806831566548
2203,1985,Madhya Pradesh,Hoshangabad,740040.0000000001,0.7642830117290956
2204,1986,Madhya Pradesh,Hoshangabad,735219.9999999997,0.6549060145262647
2205,1987,Madhya Pradesh,Hoshangabad,768960.0,0.7745526425301706
2206,1988,Madhya Pradesh,Hoshangabad,739600.0,0.8301784748512712
2207,1989,Madhya Pradesh,Hoshangabad,821040.0,0.7766978466335378
2208,1990,Madhya Pradesh,Hoshangabad,781430.0,0.9389708611135996
2209,1991,Madhya Pradesh,Hoshangabad,848530.0000000001,0.9849268735342297
2210,1992,Madhya Pradesh,Hoshangabad,916140.0,1.0176283100836119
2211,1993,Madhya Pradesh,Hoshangabad,976800.0,1.1370290745290743
2212,1994,Madhya Pradesh,Hoshangabad,704340.0000000002,1.221214186330465
2213,1995,Madhya Pradesh,Hoshangabad,1003050.0,1.2360600169483074
2214,1996,Madhya Pradesh,Hoshangabad,1077080.0000000002,1.2972295465517878
2215,1997,Madhya Pradesh,Hoshangabad,1109460.0000000005,1.2400176662520501
2216,1998,Madhya Pradesh,Hoshangabad,1196170.0,1.0903132497889094
2217,1999,Madhya Pradesh,Hoshangabad,1141350.0,1.1374600254085072
2218,2000,Madhya Pradesh,Hoshangabad,1105840.0,1.2381266729364102
2219,2001,Madhya Pradesh,Hoshangabad,1140460.0,1.3942531960787752
2220,2002,Madhya Pradesh,Hoshangabad,1143330.0,1.0703209047256697
2221,2003,Madhya Pradesh,Hoshangabad,1151460.0000000002,1.3915811230958954
2222,2004,Madhya Pradesh,Hoshangabad,1169379.9999999998,1.0030871059877884
2223,2005,Madhya Pradesh,Hoshangabad,1166639.9999999995,1.5713930604128103
2224,2006,Madhya Pradesh,Hoshangabad,1185160.0,1.6604340342232273
2225,2007,Madhya Pradesh,Hoshangabad,1221700.0000000002,1.76486862568552
2226,2008,Madhya Pradesh,Hoshangabad,1239759.9999999998,1.569473123830419
2227,2009,Madhya Pradesh,Hoshangabad,1247090.0,1.7312944534877195
2228,2010,Madhya Pradesh,Hoshangabad,1272640.0,2.227951345235101
2229,2011,Madhya Pradesh,Hoshangabad,1285690.0000000002,2.0934284314259264
2230,2012,Madhya Pradesh,Hoshangabad,915950.0000000001,2.355969212293247
2231,2013,Madhya Pradesh,Hoshangabad,1338360.0000000002,1.3531785169909443
2232,2014,Madhya Pradesh,Hoshangabad,1411290.0,2.291322123730771
2233,2015,Madhya Pradesh,Hoshangabad,1264000.0,1.9908860759493672
2234,2016,Madhya Pradesh,Hoshangabad,991040.0,2.755448821440103
2235,2017,Madhya Pradesh,Hoshangabad,1104439.9999999998,2.396409039875413
2236,1966,Andhra Pradesh,Srikakulam,585920.0,0.813165619879847
2237,1967,Andhra Pradesh,Srikakulam,575650.0,0.7248501693737515
2238,1968,Andhra Pradesh,Srikakulam,638900.0,0.6911410236343716
2239,1969,Andhra Pradesh,Srikakulam,596339.9999999999,0.872958379447966
2240,1970,Andhra Pradesh,Srikakulam,596870.0000000001,0.9779851558965935
2241,1971,Andhra Pradesh,Srikakulam,579670.0,1.1726844583987441
2242,1972,Andhra Pradesh,Srikakulam,551920.0,0.9339759385418177
2243,1973,Andhra Pradesh,Srikakulam,568180.0000000001,1.0942131014819245
2244,1974,Andhra Pradesh,Srikakulam,558360.0,0.8639945554839172
2245,1975,Andhra Pradesh,Srikakulam,599579.9999999999,0.9552686880816575
2246,1976,Andhra Pradesh,Srikakulam,553299.9999999998,0.7852521236219052
2247,1977,Andhra Pradesh,Srikakulam,544689.9999999998,0.8814738658686596
2248,1978,Andhra Pradesh,Srikakulam,526420.0000000001,0.9360586603852435
2249,1979,Andhra Pradesh,Srikakulam,542709.9999999999,0.8759742772383043
2250,1980,Andhra Pradesh,Srikakulam,587600.0,1.0538972089857046
2251,1981,Andhra Pradesh,Srikakulam,592430.0,1.1250611886636397
2252,1982,Andhra Pradesh,Srikakulam,579210.0,1.1283472315740406
2253,1983,Andhra Pradesh,Srikakulam,611900.0,1.3474260500081712
2254,1984,Andhra Pradesh,Srikakulam,600239.9999999999,0.9840063974410238
2255,1985,Andhra Pradesh,Srikakulam,588699.9999999999,1.3405469678953632
2256,1986,Andhra Pradesh,Srikakulam,671580.0,1.1495428690550642
2257,1987,Andhra Pradesh,Srikakulam,473910.0,0.6774493047203055
2258,1988,Andhra Pradesh,Srikakulam,665130.0,1.3566220137416745
2259,1989,Andhra Pradesh,Srikakulam,701819.9999999998,1.3291442250149614
2260,1990,Andhra Pradesh,Srikakulam,693739.9999999999,1.1814512641623665
2261,1991,Andhra Pradesh,Srikakulam,712069.9999999998,1.4476666619854797
2262,1992,Andhra Pradesh,Srikakulam,804860.0000000001,1.284993663494272
2263,1993,Andhra Pradesh,Srikakulam,721009.9999999999,1.1215794510478359
2264,1994,Andhra Pradesh,Srikakulam,746659.9999999999,1.1288136501218762
2265,1995,Andhra Pradesh,Srikakulam,768440.0000000001,1.1753552652126382
2266,1996,Andhra Pradesh,Srikakulam,699090.0,1.1624969603341486
2267,1997,Andhra Pradesh,Srikakulam,703270.0,0.9463363999601861
2268,1998,Andhra Pradesh,Srikakulam,740110.0,1.1567334585399467
2269,1999,Andhra Pradesh,Srikakulam,740250.0,1.029503546099291
2270,2000,Andhra Pradesh,Srikakulam,727940.0,1.067862735939775
2271,2001,Andhra Pradesh,Srikakulam,700609.9999999998,1.1220936041449598
2272,2002,Andhra Pradesh,Srikakulam,599990.0,0.8615143585726429
2273,2003,Andhra Pradesh,Srikakulam,702040.0000000001,1.2229502592444874
2274,2004,Andhra Pradesh,Srikakulam,729750.0000000001,1.2643782117163411
2275,2005,Andhra Pradesh,Srikakulam,687169.9999999999,1.0262234963691663
2276,2006,Andhra Pradesh,Srikakulam,754929.9999999999,1.3737300147033504
2277,2007,Andhra Pradesh,Srikakulam,783089.9999999999,1.4942216092658573
2278,2008,Andhra Pradesh,Srikakulam,734880.0,1.2209748530372306
2279,2009,Andhra Pradesh,Srikakulam,697930.0,1.1824538277477683
2280,2010,Andhra Pradesh,Srikakulam,741030.0000000001,0.9912689094908437
2281,2011,Andhra Pradesh,Srikakulam,715069.9999999999,1.346623407498567
2282,2012,Andhra Pradesh,Srikakulam,699430.0000000001,1.5197089058233126
2283,2013,Andhra Pradesh,Srikakulam,674790.0000000001,1.314379288371197
2284,2014,Andhra Pradesh,Srikakulam,684979.9999999999,1.5346287482846217
2285,2015,Andhra Pradesh,Srikakulam,665560.0,1.6434280906304466
2286,2016,Andhra Pradesh,Srikakulam,663690.0,1.8561677891786827
2287,2017,Andhra Pradesh,Srikakulam,683809.9999999999,1.876954124683757
2288,1966,Andhra Pradesh,Visakhapatnam,556280.0000000002,0.7688394333788736
2289,1967,Andhra Pradesh,Visakhapatnam,556530.0000000001,0.6948232799669377
2290,1968,Andhra Pradesh,Visakhapatnam,577490.0,0.6843235380699233
2291,1969,Andhra Pradesh,Visakhapatnam,633140.0000000001,0.8115898537448272
2292,1970,Andhra Pradesh,Visakhapatnam,614090.0,0.9556579654448045
2293,1971,Andhra Pradesh,Visakhapatnam,612660.0,1.1571507851010348
2294,1972,Andhra Pradesh,Visakhapatnam,517000.0,1.023771760154739
2295,1973,Andhra Pradesh,Visakhapatnam,507170.00000000006,1.009858627284737
2296,1974,Andhra Pradesh,Visakhapatnam,573550.0000000001,0.9331357335890504
2297,1975,Andhra Pradesh,Visakhapatnam,611900.0,0.9853734270305605
2298,1976,Andhra Pradesh,Visakhapatnam,550569.9999999999,0.7273734493343263
2299,1977,Andhra Pradesh,Visakhapatnam,587820.0,0.9345377836752747
2300,1978,Andhra Pradesh,Visakhapatnam,575220.0,0.876621118876256
2301,1979,Andhra Pradesh,Visakhapatnam,553500.0000000001,0.9579765130984641
2302,1980,Andhra Pradesh,Visakhapatnam,586060.0000000001,1.0570590041975223
2303,1981,Andhra Pradesh,Visakhapatnam,569369.9999999999,1.0786132040676537
2304,1982,Andhra Pradesh,Visakhapatnam,552390.0000000001,0.8907655822878761
2305,1983,Andhra Pradesh,Visakhapatnam,615760.0000000001,1.09493958685202
2306,1984,Andhra Pradesh,Visakhapatnam,578140.0,0.9013387760749989
2307,1985,Andhra Pradesh,Visakhapatnam,558829.9999999999,0.8985559114578675
2308,1986,Andhra Pradesh,Visakhapatnam,667930.0000000001,1.0030092973814617
2309,1987,Andhra Pradesh,Visakhapatnam,567710.0,0.8147117366260943
2310,1988,Andhra Pradesh,Visakhapatnam,690489.9999999998,1.1796839925270464
2311,1989,Andhra Pradesh,Visakhapatnam,702150.0,1.202705974506872
2312,1990,Andhra Pradesh,Visakhapatnam,719870.0000000002,1.1435675885923844
2313,1991,Andhra Pradesh,Visakhapatnam,699940.0000000001,1.1347258336428836
2314,1992,Andhra Pradesh,Visakhapatnam,759910.0000000001,1.197668144911897
2315,1993,Andhra Pradesh,Visakhapatnam,696800.0,0.9711107921928818
2316,1994,Andhra Pradesh,Visakhapatnam,732359.9999999999,1.0637118357092141
2317,1995,Andhra Pradesh,Visakhapatnam,769709.9999999999,1.2031414428810854
2318,1996,Andhra Pradesh,Visakhapatnam,753150.0,1.2496448250680476
2319,1997,Andhra Pradesh,Visakhapatnam,694859.9999999999,0.8067524393402987
2320,1998,Andhra Pradesh,Visakhapatnam,743000.0,1.0788559892328398
2321,1999,Andhra Pradesh,Visakhapatnam,756240.0000000001,1.0975483973341795
2322,2000,Andhra Pradesh,Visakhapatnam,757919.9999999999,1.091922630356766
2323,2001,Andhra Pradesh,Visakhapatnam,691660.0,1.0473787699158545
2324,2002,Andhra Pradesh,Visakhapatnam,571699.9999999999,0.7749169144656289
2325,2003,Andhra Pradesh,Visakhapatnam,631220.0,1.1566965558759228
2326,2004,Andhra Pradesh,Visakhapatnam,653919.9999999999,1.170326645461219
2327,2005,Andhra Pradesh,Visakhapatnam,631110.0,0.9947552724564656
2328,2006,Andhra Pradesh,Visakhapatnam,653480.0000000001,1.3214329436249004
2329,2007,Andhra Pradesh,Visakhapatnam,675390.0,1.4115103865914511
2330,2008,Andhra Pradesh,Visakhapatnam,640520.0,1.2931992755885844
2331,2009,Andhra Pradesh,Visakhapatnam,566450.0,1.073404537028864
2332,2010,Andhra Pradesh,Visakhapatnam,645560.0000000001,1.3561404052295678
2333,2011,Andhra Pradesh,Visakhapatnam,614040.0,1.3303693570451438
2334,2012,Andhra Pradesh,Visakhapatnam,610640.0,1.3174538189440588
2335,2013,Andhra Pradesh,Visakhapatnam,578790.0,1.452426614143299
2336,2014,Andhra Pradesh,Visakhapatnam,583709.9999999999,1.4950917407616802
2337,2015,Andhra Pradesh,Visakhapatnam,558900.0,1.6930398998031844
2338,2016,Andhra Pradesh,Visakhapatnam,560490.0000000002,1.7375689129154837
2339,2017,Andhra Pradesh,Visakhapatnam,540199.9999999999,1.7927434283598673
2340,1966,Andhra Pradesh,East Godavari,617600.0,1.0647506476683937
2341,1967,Andhra Pradesh,East Godavari,602200.0000000001,1.159016937894387
2342,1968,Andhra Pradesh,East Godavari,561769.9999999999,1.1070010858536414
2343,1969,Andhra Pradesh,East Godavari,606220.0,0.9668437201016132
2344,1970,Andhra Pradesh,East Godavari,601589.9999999998,0.9575957047158365
2345,1971,Andhra Pradesh,East Godavari,599640.0,1.235041024614769
2346,1972,Andhra Pradesh,East Godavari,553849.9999999999,1.251331587975084
2347,1973,Andhra Pradesh,East Godavari,596070.0,1.3353465197040615
2348,1974,Andhra Pradesh,East Godavari,646860.0000000001,1.3980304857310697
2349,1975,Andhra Pradesh,East Godavari,609709.9999999999,1.4249561266831776
2350,1976,Andhra Pradesh,East Godavari,539850.0,1.165583032323794
2351,1977,Andhra Pradesh,East Godavari,607989.9999999999,1.5117518380236519
2352,1978,Andhra Pradesh,East Godavari,636320.0,1.5622014080965554
2353,1979,Andhra Pradesh,East Godavari,573290.0,1.4603429328960909
2354,1980,Andhra Pradesh,East Godavari,642339.9999999999,1.5931126817573251
2355,1981,Andhra Pradesh,East Godavari,660770.0000000001,1.7371400033294486
